@name,enabled,type,nameUi,order,cost,weight,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,minMainTurrets,minMainBarrels,speedLimiter,#comment,#comment2,#cost_base,#cost_base_mod
atlanta_tower_sec_small_1,,tower_sec,Rangefinder Tower I,,750000,185,,30,atlanta_tower_sec_a,1,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;Warship_Austrian_Pocket;DD_Russia_big),"tower_sec(1), night(16), aim(11.5), acc(7.5), acc_long(3.5), fire_ex(2), size(4), tspot(3000), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,405,303.75,800000,2400000
atlanta_tower_sec_sloop_2,,tower_sec,Rangefinder Tower II,,840000,105,,35,atlanta_tower_sec_a,0.98,,tower_sec,,need(TB_sloop_towers_1),"tower_sec(1), night(18), aim(12), acc(8), acc_long(4), fire_ex(2.5), size(4.5), tspot(3200), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,348,261,600000,1800000
atlanta_tower_sec_sloop_1,,tower_sec,Rangefinder Tower I,,750000,80,,30,atlanta_tower_sec_a,0.9,,tower_sec,,need(TB_sloop_towers_1),"tower_sec(1), night(16), aim(11.5), acc(7.5), acc_long(3.5), fire_ex(2), size(4), tspot(3000), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,240,180,290000,870000
brooklyn_tower_sec_3_big,,tower_sec,Mini Rangefinder Tower II,,990000,105,,17,brooklyn_tower_sec_c,1.05,,tower_sec,,need(CL_Navarra_Adv;Navarra2;Navarra;Canarias;C_class_Generic;CA_Gen_Compact;Warship_Austrian_Pocket;Extra_Tower_Modern_Small;BB_Russia_Rebuilt;DD_Russia_big),"tower_sec(1), night(14), aim(5), acc(2.5), acc_long(4.5), fire_ex(2.5), size(3.5), tspot(1400), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,180,135,210000,630000
brooklyn_tower_sec_3,,tower_sec,Mini Rangefinder Tower I,,900000,97,,15,brooklyn_tower_sec_c,1,,tower_sec,,need(CL_Navarra_Adv;Navarra2;Navarra;Canarias;C_class_Generic;CA_Gen_Compact;Warship_Austrian_Pocket;Extra_Tower_Modern_Small;BB_Russia_Rebuilt;DD_Russia_big),"tower_sec(1), night(12), aim(4), acc(2), acc_long(4), fire_ex(2), size(3), tspot(1200), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,171,128.25,100000,300000
heavy_ca_tower_sec_1,,tower_sec,Targeting Tower I,,1350000,270,,50,trento_tower_sec_b,1,,tower_sec,,"need(CA_Heavy_Trento;CA_Heavy;CA_Heavy_Gen;CL_Modern;CA_Heavy_Early_Cut;CL_Modern_2_Japan;Kirov_Cruiser;CA_German_Early;CA_Heavy_Generic2;France_CL_Exp_Advanced;German_CL_Exp_Advanced;CL_Britain_Small_advanced;France_CL_Exp2;CL_Armor_Exp_adv;CL_Britain_Narrow;Light_Nurnberg), needunlock(latecruisertowers_level_3)","tower_sec(1), night(19), aim(13), acc(9), acc_long(5), fire_ex(12), size(12), tspot(3600), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,75,56.25,80000,240000
heavy_ca_tower_sec_2,,tower_sec,Rear Tower VII,,1950000,330,,67,pola_tower_sec_b,1,,tower_sec,,need(BB_Cesare;CA_Heavy;CA_Heavy_Gen;CL_Modern;CA_Heavy_Early_Cut;Kirov_Cruiser;Modern_CL_Italian;France_CL_Exp_Advanced;German_CL_Exp_Advanced;Izmail_Specials;France_CL_Exp2;CL_Armor_Exp_adv;cl_3_japan_bigger),"tower_sec(1), night(17.5), aim(11), acc(8.5), fire_ex(15), size(13.2), tspot(4200), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,144,108,200000,600000
kgeorge_sec_tower_1_navarra_big,0,tower_sec,Compact Sec Tower I,,2100000,414,,70,king_george_tower_sec_b,0.75,,tower_sec,,"need(Navarra2), big_sec","tower_sec(1), night(24), aim(15.5), acc(12), acc_long(4.5), fire_ex(20), size(13.5), tspot(4900), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,133.8,100.35,150000,450000
kgeorge_sec_tower_2_navarra,,tower_sec,Large Sec Tower I,,2400000,405,,60,king_george_tower_sec_a,0.625,,tower_sec,,"need(Navarra;Large_Cruiser_Italy), big_sec","tower_sec(1), night(28), aim(15.5), acc(11), acc_long(5), fire_ex(23), size(15.5), tspot(5000), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,129,96.75,90000,270000
kgeorge_sec_tower_1_navarra,,tower_sec,Advanced Sec Tower I,,1800000,348,,50,king_george_tower_sec_b,0.625,,tower_sec,,"need(Navarra;Large_Cruiser_Italy), big_sec","tower_sec(1), night(22), aim(12.5), acc(9), acc_long(4), fire_ex(18), size(12.5), tspot(4500), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,63,47.25,60000,180000
cruiser_tower_sec_modern_6,,tower_sec,Reinforced Tower II,,870000,240,,30,akizuki_tower_main_a,1.2,,tower_sec,,"need(Navarra), big_sec","tower_sec(1), night(35), aim(10), acc(7), acc_long(3), radio(55), fire_ex(20), smoke(-27.5), size(17.5), tspot(1350), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,513,384.75,810000,2430000
cruiser_tower_sec_modern_5,,tower_sec,Reinforced Tower I,,630000,180,,25,akizuki_tower_main_b,1.2,,tower_sec,,"need(Navarra), big_sec","tower_sec(1), night(30), aim(8), acc(5), acc_long(2), radio(50), fire_ex(15), smoke(-25), size(15), tspot(1250), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,474,355.5,735000,2205000
cruiser_tower_sec_modern_8,,tower_sec,Rear Tower V,,300000,171,,20,akizuki_tower_sec_c,1.85,,tower_sec,,need(Canarias),"tower_sec(1), night(15), aim(8), acc(6), acc_long(4), fire_ex(17.5), size(7), tspot(950), torpedo_detect(7)",,,,,,,,,,,,,,,,,,,420,315,675000,2025000
cruiser_tower_sec_modern_7,0,tower_sec,Rear Tower III,,240000,75,,15,akizuki_tower_sec_d,1.6,,tower_sec,,need(Canarias),"tower_sec(1), night(12.5), aim(5), acc(5), acc_long(2), fire_ex(15), size(5), tspot(850), torpedo_detect(5)",,,,,,,,,,,,,,,,,,,420,315,675000,2025000
cruiser_tower_sec_modern_4,,tower_sec,Rear Tower VI,,600000,144,,24,akizuki_tower_sec_a,1.175,,tower_sec,,need(Kuma;Yubari;Ning_Hai;Modern_CL_Italian;Kuma_Big),"tower_sec(1), night(25), aim(12), acc(10), acc_long(10), fire_ex(21), size(11), tspot(1250), torpedo_detect(10)",,,,,,,,,,,,,,,,,,,360,270,600000,1800000
cruiser_tower_sec_modern_3,,tower_sec,Rear Tower V,,450000,133.8,,22,akizuki_tower_sec_b,1.175,,tower_sec,,need(Kuma;Yubari;Ning_Hai;Modern_CL_Italian;CL_Scout_Mogami;Kuma_Big),"tower_sec(1), night(20), aim(10), acc(8), acc_long(6), fire_ex(19.5), size(9), tspot(1150), torpedo_detect(9)",,,,,,,,,,,,,,,,,,,360,270,550000,1650000
cruiser_tower_sec_modern_2,,tower_sec,Rear Tower IV,,270000,129,,20,akizuki_tower_sec_c,1.5,,tower_sec,,need(CA_Heavy_Trento;CA_Heavy;CA_Heavy_Gen;CL_Modern;CA_Heavy_Early_Cut;CL_Modern_2_Japan;CL_Modern;Navarra;Kirov_Cruiser;Ning_Hai;Modern_CL_Italian),"tower_sec(1), night(15), aim(8), acc(6), acc_long(4), fire_ex(17.5), size(7), tspot(950), torpedo_detect(5)",,,,,,,,,,,,,,,,,,,330,247.5,490000,1470000
cruiser_tower_sec_modern_1,,tower_sec,Rear Tower III,,180000,63,,15,akizuki_tower_sec_d,1.5,,tower_sec,,need(CA_Heavy_Trento;CA_Heavy;CA_Heavy_Gen;CL_Modern;CA_Heavy_Early_Cut;CL_Modern_2_Japan;Kirov_Cruiser;Ning_Hai;Modern_CL_Italian),"tower_sec(1), night(12.5), aim(5), acc(5), acc_long(2), fire_ex(15), size(5), tspot(850), torpedo_detect(3.5)",,,,,,,,,,,,,,,,,,,870,652.5,900000,2700000
fuso_old_tower_sec_3,,tower_sec,Rear Tower X,,2430000,513,,75,fuso_tower_sec_c,1.225,,tower_sec,,need(BB_Fuso_Old),"tower_sec(1), night(20), aim(13), acc_long(8), acc(12), fire_ex(17), smoke(-15), size(15.5), tspot(4300), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,810,607.5,800000,2400000
fuso_old_tower_sec_2,,tower_sec,Rear Tower IX,,2205000,474,,75,fuso_tower_sec_c,1.125,,tower_sec,,need(BB_Fuso_Old),"tower_sec(1), night(18.5), aim(12), acc_long(8), acc(11), fire_ex(15), smoke(-12), size(14.5), tspot(3900), torpedo_detect(38.5)",,,,,,,,,,,,,,,,,,,750,562.5,700000,2100000
fuso_old_tower_sec_1,,tower_sec,Rear Tower VIII,,2025000,420,,70,fuso_tower_sec_c,1,,tower_sec,,"need(BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BC_Hybrid;BC_Small;BB_Fuso_Old;BB_Britain_Modernized;BB_Britain_Alt;BB_French_Advanced), needunlock(late_BB_towers_level_2)","tower_sec(1), night(17.5), aim(11), acc_long(7), acc(10), fire_ex(14), smoke(-10), size(13.5), tspot(3700), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,630,472.5,600000,1800000
fuso_old_tower_sec_1_caversion,,tower_sec,Rear Tower VIII,,2025000,420,,70,fuso_tower_sec_c,1,,tower_sec,,"need(CA_Late2;CA_Late;Espanha;BB_French_Early), needunlock(latelargertowers_level_3)","tower_sec(1), night(17.5), aim(11), acc_long(7), acc(10), fire_ex(14), smoke(-10), size(13.5), tspot(3700), torpedo_detect(37)",,,,,,,,,,,,,,,,,,,510,382.5,500000,1500000
fuso_old_tower_sec_1_small,,tower_sec,Rear Tower VII,,1800000,360,,65,fuso_tower_sec_c,0.9,,tower_sec,,"need(BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BC_Hybrid;BC_Small;CA_Late2;CA_Late;Espanha;BB_Fuso_Old;BB_Britain_Modernized;BB_Britain_Alt;BB_French_Early;BB_French_Advanced), needunlock(latelargertowers_level_3)","tower_sec(1), night(16.5), aim(10.5), acc_long(6), acc(9), fire_ex(13), smoke(-9), size(13), tspot(3500), torpedo_detect(35)",,,,,,,,,,,,,,,,,,,420,315,530000,1590000
late_ca_tower_sec_4,,tower_sec,Rear Tower VI,,1650000,360,,65,invincible_tower_sec_a,0.88,,tower_sec,,need(CA_Late2;CA_Heavy_Gen;CL_Modern;BB_Fuso_Old;BB_French_Early),"tower_sec(1), night(15), aim(10), acc(7.5), fire_ex(13), size(12.5), tspot(3500), torpedo_detect(29.5)",,,,,,,,,,,,,,,,,,,390,292.5,470000,1410000
dreadnought_tower_sec_3,,tower_sec,Rear Tower V,,1470000,330,,60,dreadnought_tower_sec_c,1,,tower_sec,,"need(BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BC_Hybrid;BC_Small;CA_Late2;BB_Fuso_Old;BB_Britain_Alt;BB_French_Early;BB_French_Advanced), need(g2;g3), needunlock(latecruisertowers_level_3)","tower_sec(1), night(12), aim(8), acc(6), fire_ex(12), smoke(-5), size(11), tspot(2750), torpedo_detect(27.5)",,,,,,,,,,,,,,,,,,,360,270,420000,1260000
italian_sec_tower_2_bigger,,tower_sec,Reinforced Standard Tower III,,2700000,870,,150,dreadnought_tower_main_c,1.1,,tower_sec,,"need(BB_Italy_Old), need(g2), need(g1), needunlock(late_BB_towers_level_3)","tower_sec(1), night(54), aim(17), acc(12), acc_long(23), radio(82), fire_ex(19.5), smoke(-35), size(17), tspot(6200), torpedo_detect(64)",,,,,,,,,,,,,,,,,,,330,247.5,370000,1110000
italian_sec_tower_2_big,,tower_sec,Reinforced Standard Tower II,,2400000,810,,145,dreadnought_tower_main_c,1.05,,tower_sec,,"need(BB_Italy_Old;BB_Italy_Dante), need(g2), need(g1), needunlock(late_BB_towers_level_3)","tower_sec(1), night(52), aim(16), acc(11), acc_long(22), radio(80), fire_ex(18.5), smoke(-34), size(16), tspot(6000), torpedo_detect(62)",,,,,,,,,,,,,,,,,,,300,225,375000,1125000
italian_sec_tower_2,,tower_sec,Reinforced Standard Tower I,,2100000,750,,140,dreadnought_tower_main_c,1,,tower_sec,,"need(BB_Italy_Old;BB_Italy_Dante), need(g2)","tower_sec(1), night(50), aim(15), acc(10), acc_long(21), radio(78), fire_ex(17.5), smoke(-33), size(15), tspot(5800), torpedo_detect(60)",,,,,,,,,,,,,,,,,,,570,427.5,795000,2385000
italian_sec_tower_1_big,,tower_sec,Small Reinforced Tower II,,1800000,630,,130,dreadnought_tower_main_c,0.95,,tower_sec,,"need(BB_Italy_Old;BB_Italy_Dante), need(g2)","tower_sec(1), night(40), aim(12.5), acc(7.5), acc_long(18), radio(66), fire_ex(13.5), smoke(-32), size(14), tspot(3900), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,510,382.5,735000,2205000
italian_sec_tower_1,,tower_sec,Small Reinforced Tower I,,1500000,510,,120,dreadnought_tower_main_c,0.9,,tower_sec,,"need(BB_Italy_Old;BB_Italy_Dante), need(g2)","tower_sec(1), night(30), aim(10), acc(5.5), acc_long(16), radio(63), fire_ex(11), smoke(-31), size(13), tspot(3900), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,450,337.5,695000,2085000
dreadnought_austria_tower_sec_3,,tower_sec,Large Sec Tower III,,1590000,420,,70,dreadnought_tower_sec_d_modified,1.12,,tower_sec,,"need(BC_BritainSuper;BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BC_Hybrid;BC_Small;CA_Late2;BB_Italy_Old;BB_Britain_Alt;BB_French_Early;BB_French_Advanced;BB_Tegetthof), need(g1;g2;g3)","tower_sec(1), night(18), aim(11), acc(9), fire_ex(14), smoke(-9), size(13), tspot(3200), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,390,292.5,535000,1605000
dreadnought_austria_tower_sec_2,,tower_sec,Large Sec Tower II,,1410000,390,,65,dreadnought_tower_sec_d_modified,1.06,,tower_sec,,"need(BC_BritainSuper;BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BC_Hybrid;BC_Small;CA_Late2;BB_Italy_Old;BB_Britain_Alt;BB_French_Early;BB_French_Advanced;BB_Tegetthof), need(g1;g2;g3)","tower_sec(1), night(16), aim(10), acc(8), fire_ex(13), smoke(-8), size(12), tspot(3000), torpedo_detect(28)",,,,,,,,,,,,,,,,,,,486,364.5,635000,1905000
dreadnought_austria_tower_sec_1,,tower_sec,Large Sec Tower I,,1260000,360,,60,dreadnought_tower_sec_d_modified,1,,tower_sec,,"need(BC_BritainSuper;BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BC_Hybrid;BC_Small;CA_Late2;BB_Italy_Old;BB_Britain_Alt;BB_French_Early;BB_French_Advanced;BB_Tegetthof), need(g1;g2;g3)","tower_sec(1), night(14), aim(9), acc(7), fire_ex(12), smoke(-7), size(11), tspot(2800), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,444,333,595000,1785000
dreadnought_austria_tower_sec_0,,tower_sec,Large Sec Tower I,,1110000,330,,55,dreadnought_tower_sec_d_modified,0.95,,tower_sec,,"need(BB_Tegetthof), need(g1;g2;g3)","tower_sec(1), night(12), aim(8), acc(6), fire_ex(11), smoke(-6), size(10), tspot(2600), torpedo_detect(24)",,,,,,,,,,,,,,,,,,,408,306,535000,1605000
dreadnought_tower_sec_2,,tower_sec,Rear Tower IV,,1125000,300,,55,dreadnought_tower_sec_d,1,,tower_sec,,"need(BC_BritainSuper;BB_Super;BB;BB_Flat;BB_Flat2;BC;BC_Britain;BC_Hybrid;BC_Small;CA_Late2;BB_Italy_Old;BB_Britain_Alt;BB_French_Early;BB_French_Advanced), need(g1;g2;g3)","tower_sec(1), night(11), aim(7), acc(5), fire_ex(11), smoke(-5), size(11), tspot(2500), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,456,342,525000,1575000
dreadnought_tower_main_4_japan_semi_sec,,tower_sec,Sec Tower IV,,2385000,570,,120,dreadnought_tower_main_big_a_var,1,,tower_sec,,"need(BB_Japan_Early_Semi), needunlock(early_BB_towers_level_4)","tower_sec(1), night(30), aim(13), acc(8), acc_long(13), radio(34), fire_ex(12), smoke(-33), size(17.5), tspot(4000), torpedo_detect(36)",,,,,,,,,,,,,,,,,,,414,310.5,450000,1350000
dreadnought_tower_main_3_japan_semi_sec,,tower_sec,Sec Tower III,,2205000,510,,110,dreadnought_tower_main_big_a_var,0.95,,tower_sec,,"need(BB_Japan_Early_Semi), needunlock(early_BB_towers_level_3)","tower_sec(1), night(28), aim(12), acc(6), acc_long(12), radio(32), fire_ex(11), smoke(-32), size(16.5), tspot(3800), torpedo_detect(34)",,,,,,,,,,,,,,,,,,,339,254.25,385000,1155000
dreadnought_tower_main_2_japan_semi_sec,,tower_sec,Sec Tower II,,2085000,450,,100,dreadnought_tower_main_big_a_var,0.9,,tower_sec,,need(BB_Japan_Early_Semi),"tower_sec(1), night(24), aim(11), acc(5), acc_long(11), radio(30), fire_ex(10), smoke(-31), size(15.5), tspot(3600), torpedo_detect(32)",,,,,,,,,,,,,,,,,,,333,249.75,345000,1035000
dreadnought_tower_main_1_japan_semi_sec,,tower_sec,Sec Tower I,,1605000,390,,90,dreadnought_tower_main_big_a_var,0.85,,tower_sec,,need(BB_Japan_Early_Semi),"tower_sec(1), night(22), aim(10), acc(4), acc_long(10), radio(28), fire_ex(9), smoke(-30), size(14.5), tspot(3200), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,285,213.75,305000,915000
dreadnought_tower_sec_3_japan,,tower_sec,Advanced Sec Tower III,,1905000,486,,130,invincible_tower_sec_a,1.1,,tower_sec,,"need(BB_Japan_Early), needunlock(early_BB_towers_level_3)","tower_sec(1), night(26), aim(12), acc(6), acc_long(12), radio(34), fire_ex(10), smoke(-36), size(15), tspot(3700), torpedo_detect(44)",,,,,,,,,,,,,,,,,,,276,207,295000,885000
dreadnought_tower_sec_2_japan,,tower_sec,Advanced Sec Tower II,,1785000,444,,120,invincible_tower_sec_a,1.05,,tower_sec,,need(BB_Japan_Early),"tower_sec(1), night(24), aim(11), acc(5), acc_long(11), radio(32), fire_ex(9), smoke(-33), size(14), tspot(3500), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,246,184.5,250000,750000
dreadnought_tower_sec_1_japan,,tower_sec,Advanced Sec Tower I,,1605000,408,,110,invincible_tower_sec_a,1,,tower_sec,,need(BB_Japan_Early),"tower_sec(1), night(22), aim(10), acc(4), acc_long(10), radio(30), fire_ex(8), smoke(-30), size(13), tspot(3250), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,222,166.5,210000,630000
dreadnought_tower_sec_german_3_large,,tower_sec,Advanced Reardeck Tower VI,,1575000,456,,90,vdt_tower_sec,1.26,,tower_sec,,"need(BC_VonderTann_Large;BC_Derfflinger;BB_Helgoland;German_CA_Treaty_exp), needunlock(early_BB_towers_level_4)","tower_sec(1), night(22), aim(13), acc(16), fire_ex(16), size(14.5), tspot(3500), torpedo_detect(36.5)",,,,,,,,,,,,,,,,,,,190,142.5,200000,600000
dreadnought_tower_sec_german_2_large,,tower_sec,Advanced Reardeck Tower V,,1350000,414,,85,vdt_tower_sec,1.21,,tower_sec,,"need(BC_VonderTann_Large;BC_Derfflinger;BB_Helgoland;German_CA_Treaty_exp), needunlock(early_BB_towers_level_3)","tower_sec(1), night(20), aim(12), acc(7.5), fire_ex(15), size(14), tspot(3300), torpedo_detect(34.5)",,,,,,,,,,,,,,,,,,,165,123.75,200000,600000
dreadnought_tower_sec_german_1_large,,tower_sec,Advanced Reardeck Tower IV,,1155000,339,,80,vdt_tower_sec,1.16,,tower_sec,,"need(BC_VonderTann_Large;BC_Derfflinger;BB_Helgoland;German_CA_Treaty_exp), needunlock(early_BB_towers_level_3)","tower_sec(1), night(18), aim(11), acc(6.5), fire_ex(14), size(13.5), tspot(3100), torpedo_detect(32.5)",,,,,,,,,,,,,,,,,,,140,105,165000,495000
dreadnought_tower_sec_german_b2_large,,tower_sec,Reardeck Tower IV,,1035000,333,,75,vdt_tower_sec_b,1.21,,tower_sec,,need(BC_VonderTann_Large;BC_Derfflinger;BB_Helgoland;German_CA_Treaty;German_CA_Treaty_exp),"tower_sec(1), night(16), aim(10), acc(5.5), fire_ex(13), size(13), tspot(2900), torpedo_detect(30.5)",,,,,,,,,,,,,,,,,,,120,90,135000,405000
dreadnought_tower_sec_german_b1_large,,tower_sec,Reardeck Tower III,,915000,285,,72,vdt_tower_sec_b,1.16,,tower_sec,,need(BC_VonderTann_Large;BC_Derfflinger;BB_Helgoland;German_CA_Treaty;German_CA_Treaty_exp),"tower_sec(1), night(14), aim(9.5), acc(5), fire_ex(12.5), size(12.5), tspot(2700), torpedo_detect(28.5)",,,,,,,,,,,,,,,,,,,213,159.75,185000,555000
dreadnought_tower_sec_german_3,,tower_sec,Advanced Reardeck Tower III,,885000,276,,70,vdt_tower_sec,1.05,,tower_sec,,"need(BC_VonderTann;BB_Nassau;BB_Nassau_Large;BB_Helgoland;CA_Large_GunSides;German_CL_Emden_Treaty;German_CL_FK_Treaty;German_CA_Treaty;German_CA_Treaty_exp), need(g2), needunlock(early_BB_towers_level_4)","tower_sec(1), night(13), aim(9), acc(4.5), fire_ex(12), size(12), tspot(2600), torpedo_detect(27.5)",,,,,,,,,,,,,,,,,,,195,146.25,155000,465000
dreadnought_tower_sec_german_2,,tower_sec,Advanced Reardeck Tower II,,750000,246,,65,vdt_tower_sec,1,,tower_sec,,"need(BC_VonderTann;BB_Nassau;BB_Nassau_Large;BB_Helgoland;CA_Blucher;CA_Large_GunSides;German_CL_Emden_Treaty;German_CL_FK_Treaty;German_CA_Treaty;CA_Ersatz), needunlock(early_BB_towers_level_4)","tower_sec(1), night(12), aim(8), acc(4), fire_ex(11), size(11.5), tspot(2400), torpedo_detect(26)",,,,,,,,,,,,,,,,,,,235,176.25,144000,432000
dreadnought_tower_sec_german_1,,tower_sec,Advanced Reardeck Tower I,,630000,222,,62,vdt_tower_sec,0.95,,tower_sec,,need(BC_VonderTann;BB_Nassau;BB_Nassau_Large;BB_Helgoland;CA_Blucher;CA_Large_GunSides;German_CL_Emden_Treaty;German_CL_FK_Treaty;German_CA_Treaty;CA_Ersatz),"tower_sec(1), night(11), aim(7), acc(3.5), fire_ex(10), size(11), tspot(2200), torpedo_detect(24.5)",,,,,,,,,,,,,,,,,,,199,149.25,144000,432000
atlanta_tower_sec_cranel_4,,tower_sec,Crane Tower IV,,700000,190,,30,atlanta_tower_sec_c,1.225,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;CL_Hunter;CL_Armor_Exp;CL_Armor_Exp_var;CL_Armor_Exp_var2;France_CL_Exp2;France_CL_Exp_Advanced;CL_Armor_Exp_adv;;France_CA_Exp),"tower_sec(1), night(16), aim(8), acc(6), acc_long(2), fire_ex(21), size(5), tspot(2900), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,174,130.5,144000,432000
atlanta_tower_sec_cranel_3,,tower_sec,Crane Tower III,,600000,165,,25,atlanta_tower_sec_c,1.15,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;CL_Hunter;CL_Armor_Exp;CL_Armor_Exp_var;CL_Armor_Exp_var2;France_CL_Exp2;France_CL_Exp_Advanced;CL_Armor_Exp_adv;;France_CA_Exp),"tower_sec(1), night(14), aim(7), acc(5), acc_long(1), fire_ex(19), size(4), tspot(2700), torpedo_detect(20)",,,,,,,,,,,,,,,,,,,144,108,134000,402000
atlanta_tower_sec_cranel_2,,tower_sec,Crane Tower II,,495000,140,,22,atlanta_tower_sec_c,1.075,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;CL_Hunter;CL_Armor_Exp;CL_Armor_Exp_var;CL_Armor_Exp_var2;France_CL_Exp2;France_CL_Exp_Advanced;CL_Armor_Exp_adv;;France_CA_Exp),"tower_sec(1), night(12), aim(6), acc(4), acc_long(0.75), fire_ex(17), size(3), tspot(2500), torpedo_detect(18)",,,,,,,,,,,,,,,,,,,150,112.5,150000,450000
atlanta_tower_sec_cranel_1,,tower_sec,Crane Tower I,,405000,120,,20,atlanta_tower_sec_c,1,,tower_sec,,need(CL_Atlanta;CL_EscortCruiser_France;CL_Hunter;CL_Armor_Exp;CL_Armor_Exp_var;CL_Armor_Exp_var2;France_CL_Exp2;France_CL_Exp_Advanced;CL_Armor_Exp_adv;;France_CA_Exp),"tower_sec(1), night(10), aim(5), acc(3), acc_long(0.5), fire_ex(15), size(2), tspot(2300), torpedo_detect(16)",,,,,,,,,,,,,,,,,,,300,225,375000,1125000
dreadnought_tower_sec_german_b2,,tower_sec,Reardeck Tower II,,555000,213,,60,vdt_tower_sec_b,0.95,,tower_sec,,need(BC_VonderTann;BB_Nassau;BB_Nassau_Large;BB_Helgoland;CA_Blucher;CA_Large_GunSides;German_CL_Emden_Treaty;German_CL_FK_Treaty;CA_Ersatz),"tower_sec(1), night(10.5), aim(6.5), acc(3.3), fire_ex(9.5), size(10.5), tspot(2200), torpedo_detect(23.5)",,,,,,,,,,,,,,,,,,,285,213.75,375000,1125000
dreadnought_tower_sec_german_b1,,tower_sec,Reardeck Tower I,,465000,195,,55,vdt_tower_sec_b,0.9,,tower_sec,,need(BC_VonderTann;BB_Nassau;BB_Nassau_Large;BB_Helgoland;CA_Blucher;CA_Large_GunSides;German_CL_Emden_Treaty;German_CL_FK_Treaty;CA_Ersatz),"tower_sec(1), night(9.5), aim(6), acc(3), fire_ex(9), size(10), tspot(2100), torpedo_detect(22.5)",,,,,,,,,,,,,,,,,,,246,184.5,325000,975000
dreadnought_tower_sec_german_cl,,tower_sec,Reardeck Tower I (Small),,425000,175,,45,vdt_tower_sec_b,0.8,,tower_sec,,need(BC_VonderTann;BB_Nassau;BB_Nassau_Large;BB_Helgoland;CA_Blucher;CA_Large_GunSides;German_CL_Emden_Treaty;German_CL_FK_Treaty;CA_Ersatz),"tower_sec(1), night(8.5), aim(5.5), acc(3), fire_ex(8), size(8), tspot(2050), torpedo_detect(22)",,,,,,,,,,,,,,,,,,,246,184.5,325000,975000
dreadnought_tower_sec_courageous2,,tower_sec,Simple Sec Tower IV,,540000,235,,54,dreadnought_tower_sec_a,1.4,,tower_sec,,"need(Courageous_Class), need(g2;g3)","tower_sec(1), night(11), aim(7), acc(3.5), fire_ex(8.5), size(9.9), tspot(2300), torpedo_detect(22.5)",,,,,,,,,,,,,,,,,,,180,135,200000,600000
dreadnought_tower_sec_courageous1,,tower_sec,Simple Sec Tower III,,492000,199,,52,dreadnought_tower_sec_a,1.3,,tower_sec,,"need(Courageous_Class), need(g2;g3)","tower_sec(1), night(10), aim(6), acc(3), fire_ex(8), size(9.3), tspot(2100), torpedo_detect(21.5)",,,,,,,,,,,,,,,,,,,150,112.5,150000,450000
dreadnought_tower_sec_german_0,,tower_sec,Simple Sec Tower II,,432000,174,,50,dreadnought_tower_sec_a,1.04,,tower_sec,,"need(BC_VonderTann;CA_Blucher;CA_Large_France;CA_Ersatz), need(g2;g3)","tower_sec(1), night(9), aim(5.5), acc(2.5), fire_ex(8), size(9), tspot(2000), torpedo_detect(21.5)",,,,,,,,,,,,,,,,,,,294,220.5,220000,660000
