#HalfBakedOne Ship Names List       Version 1.00        Feb 22 2026         DIP EXTENDED,,,,,,,,,,
#Huge shoutout to Discord user MDHansen for their help debugging this file!,,,,,,,,,,
#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
6634,,Noordbrabant,netherlands,bc,,,,,,
6635,,Utrecht,netherlands,bc,,,,,,
6636,,Java,netherlands,bc,,,,,,
6637,,Celebes,netherlands,bc,,,,,,
6638,,Maagd van Dordrecht,netherlands,bc,,,,,,
6639,,Eenhoorn,netherlands,bc,,,,,,
6640,,Stad Medemblik,netherlands,bc,,,,,,
6641,,Middelburg,netherlands,bc,,,,,,
6642,,Frederik Hendrik,netherlands,bc,,,,,,
6643,,Zutphen,netherlands,bc,,,,,,
6644,,Bommel,netherlands,bc,,,,,,
6645,,Breda,netherlands,bc,,,,,,
6646,,Vergulde Zon,netherlands,ca,,,,,,
6647,,Edam,netherlands,ca,,,,,,
6648,,Groningen,netherlands,ca,,,,,,
6649,,Goes,netherlands,ca,,,,,,
6650,,Graaf Willem,netherlands,ca,,,,,,
6651,,Prinses Roijaal,netherlands,ca,,,,,,
6652,,Prinses Roijaal Maria,netherlands,ca,,,,,,
6653,,Gewapende Ruyter,netherlands,ca,,,,,,
6654,,Maan,netherlands,ca,,,,,,
6655,,Verenigde Provinciën,netherlands,ca,,,,,,
6656,,Vlissingen,netherlands,ca,,,,,,
6657,,Leeuwarden,netherlands,ca,,,,,,
6658,,Holland,netherlands,ca,,,,,,
6659,,Rotterdam,netherlands,ca,,,,,,
6660,,Alkmaar,netherlands,ca,,,,,,
6661,,Noordzee,netherlands,ca,,,,,,
6662,,Noorderhaaks,netherlands,ca,,,,,,
6663,,Linge,netherlands,ca,,,,,,
6664,,Breezand,netherlands,ca,,,,,,
6665,,Pontianak,netherlands,ca,,,,,,
6666,,Riouw,netherlands,ca,,,,,,
6667,,Batavia ,netherlands,ca,,,,,,
6668,,Samarang,netherlands,ca,,,,,,
6669,,Makassar,netherlands,ca,,,,,,
6670,,Haarlemmermeer,netherlands,ca,,,,,,
6671,,Hector,netherlands,ca,,,,,,
6672,,Soembing,netherlands,ca,,,,,,
6673,,Soestdijk,netherlands,ca,,,,,,
6674,,Vulkaan,netherlands,ca,,,,,,
6675,,Van Amstel,netherlands,ca,,,,,,
6676,,Van Ewijk,netherlands,ca,,,,,,
6677,,Van Zijll,netherlands,ca,,,,,,
6678,,De Zeeuw,netherlands,ca,,,,,,
6679,,De Bitter,netherlands,ca,,,,,,
6680,,Soemba,netherlands,ca,,,,,,
6681,,Lynx,netherlands,ca,,,,,,
6682,,Sperwer,netherlands,ca,,,,,,
6683,,Thor,netherlands,ca,,,,,,
6684,,Schorpioen,netherlands,ca,,,,,,
6685,,Stier,netherlands,ca,,,,,,
6686,,Prinses Louijsa,netherlands,cl,,,,,,
6687,,Groot Hollandia,netherlands,cl,,,,,,
6688,,Jaarsveld,netherlands,cl,,,,,,
6689,,Vrede,netherlands,cl,,,,,,
6690,,Huis van Nassau,netherlands,cl,,,,,,
6691,,Groenwald,netherlands,cl,,,,,,
6692,,Prins Hendrik,netherlands,cl,,,,,,
6693,,Westergo,netherlands,cl,,,,,,
6694,,Stad en Lande,netherlands,cl,,,,,,
6695,,Elf Steden,netherlands,cl,,,,,,
6696,,Wapen van Holland,netherlands,cl,,,,,,
6697,,Dordrecht,netherlands,cl,,,,,,
6698,,Ter Veere,netherlands,cl,,,,,,
6699,,Zierikzee,netherlands,cl,,,,,,
6700,,Amsterdam,netherlands,cl,,,,,,
6701,,Burcht van Leiden,netherlands,cl,,,,,,
6702,,Landman,netherlands,cl,,,,,,
6703,,Maarseveen,netherlands,cl,,,,,,
6704,,Oosterwijk,netherlands,cl,,,,,,
6705,,Stavoren,netherlands,cl,,,,,,
6706,,Zuiderhuis,netherlands,cl,,,,,,
6707,,Dom van Utrecht,netherlands,cl,,,,,,
6708,,uis te Kruiningen,netherlands,cl,,,,,,
6709,,Huis te Zwieten,netherlands,cl,,,,,,
6710,,Prins Willem,netherlands,cl,,,,,,
6711,,Doesburg,netherlands,cl,,,,,,
6712,,Duivervoorde,netherlands,cl,,,,,,
6713,,Klein Hollandia,netherlands,cl,,,,,,
6714,,Prins te Paard,netherlands,cl,,,,,,
6715,,Caleb,netherlands,cl,,,,,,
6716,,Hollandsche Tuin,netherlands,cl,,,,,,
6717,,Wapen van Nassau,netherlands,cl,,,,,,
6718,,Drie Helden Davids,netherlands,cl,,,,,,
6719,,Omlandia,netherlands,cl,,,,,,
6720,,Tijdverdrijf,netherlands,cl,,,,,,
6721,,Stad Gouda,netherlands,cl,,,,,,
6722,,Jupiter,netherlands,cl,,,,,,
6723,,Klein Frisia,netherlands,cl,,,,,,
6724,,Brielle,netherlands,cl,,,,,,
6725,,Louisa Hendrika,netherlands,cl,,,,,,
6726,,Walrus,netherlands,dd,,,,,,
6727,,Zeeleeuw,netherlands,dd,,,,,,
6728,,Dolfijn,netherlands,dd,,,,,,
6729,,Bruinvis,netherlands,dd,,,,,,
6730,,Willem van der Zaan,netherlands,dd,,,,,,
6731,,Mercurius,netherlands,dd,,,,,,
6732,,Abraham van der Hulst,netherlands,dd,,,,,,
6733,,Van Nes,netherlands,dd,,,,,,
6734,,Van Galen,netherlands,dd,,,,,,
6735,,Van Speijk,netherlands,dd,,,,,,
6736,,Den Helder,netherlands,dd,,,,,,
6737,,Johan de Witt,netherlands,dd,,,,,,
6738,,Delfzijl,netherlands,dd,,,,,,
6739,,Harlingen,netherlands,dd,,,,,,
6740,,Scheveningen,netherlands,dd,,,,,,
6741,,Maassluis,netherlands,dd,,,,,,
6742,,Makkum,netherlands,dd,,,,,,
6743,,Hellevoetsluis,netherlands,dd,,,,,,
6744,,Schiedam,netherlands,dd,,,,,,
6745,,Urk,netherlands,dd,,,,,,
6746,,Vlaardingen,netherlands,dd,,,,,,
6747,,Willemstad,netherlands,dd,,,,,,
6748,,Pelikaan ,netherlands,dd,,,,,,
6749,,Argus,netherlands,dd,,,,,,
6750,,Nautilus,netherlands,dd,,,,,,
6751,,Hydra,netherlands,dd,,,,,,
6752,,Snellius,netherlands,dd,,,,,,
6753,,Luymes,netherlands,dd,,,,,,
6754,,Zuiderhaaks,netherlands,dd,,,,,,
6755,,Waddenzee,netherlands,dd,,,,,,
6756,,Zuiderzee,netherlands,dd,,,,,,
6757,,Regge,netherlands,dd,,,,,,
6758,,Hunze,netherlands,dd,,,,,,
6759,,Gouwe,netherlands,dd,,,,,,
6760,,Balgzand,netherlands,dd,,,,,,
6761,,Schelde,netherlands,dd,,,,,,
6762,,Wierbalg,netherlands,dd,,,,,,
6763,,Malzwin,netherlands,dd,,,,,,
6764,,Zuidwal,netherlands,dd,,,,,,
6765,,Westwal,netherlands,dd,,,,,,
6766,,Bolder,netherlands,dd,,,,,,
6767,,Beting,netherlands,dd,,,,,,
6768,,Bakspier,netherlands,dd,,,,,,
6769,,Trica,netherlands,dd,,,,,,
6770,,Plyca,netherlands,dd,,,,,,
6771,,Visarend,netherlands,dd,,,,,,
6772,,Zeearend,netherlands,dd,,,,,,
6773,,Jaguar,netherlands,dd,,,,,,
6774,,Panter,netherlands,dd,,,,,,
6775,,Poema,netherlands,dd,,,,,,
6776,,koningin Potema,netherlands,dd,,,,,,
6777,,Arie Visser,netherlands,dd,,,,,,
6778,,Zeemanshoop,netherlands,dd,,,,,,
6779,,Koopmansdank,netherlands,dd,,,,,,
6780,,Anna Margaretha,netherlands,dd,,,,,,
6781,,Jeanine Parqui,netherlands,dd,,,,,,
6782,,Antoinette,netherlands,dd,,,,,,
6783,,Jan van Engelenburg,netherlands,dd,,,,,,
6784,,Graaf van Bylandt,netherlands,dd,,,,,,
6785,,Jan en Titia Visser,netherlands,dd,,,,,,
6786,,Orka,netherlands,dd,,,,,,
6787,,Zwaardvis,netherlands,dd,,,,,,
6788,,Barracuda,netherlands,dd,,,,,,
6789,,Tijgerhaai,netherlands,dd,,,,,,
6790,,IJmuiden,netherlands,dd,,,,,,
6791,,Alliantie,netherlands,dd,,,,,,
6792,,Amalia,netherlands,dd,,,,,,
6793,,Amazone,netherlands,dd,,,,,,
6794,,Ambuscade,netherlands,dd,,,,,,
6795,,Amphitrite,netherlands,dd,,,,,,
6796,,Argo,netherlands,dd,,,,,,
6797,,Beken Vliet,netherlands,dd,,,,,,
6798,,Burgvlied,netherlands,dd,,,,,,
6799,,Furie,netherlands,dd,,,,,,
6800,,Gorinchem,netherlands,dd,,,,,,
6801,,Gouderak,netherlands,dd,,,,,,
6802,,Hilverbeek,netherlands,dd,,,,,,
6803,,Hof St Jans Kerke,netherlands,dd,,,,,,
6804,,Prinses Marie,netherlands,dd,,,,,,
6805,,Leyderdorp,netherlands,dd,,,,,,
6806,,Maarsen,netherlands,dd,,,,,,
6807,,Meervlied,netherlands,dd,,,,,,
6808,,Noordwijk,netherlands,dd,,,,,,
6809,,Oud Teilingen,netherlands,dd,,,,,,
6810,,Pallas,netherlands,dd,,,,,,
6811,,Prinses Frederika Louise Wilhelmina,netherlands,dd,,,,,,
6812,,Prins Friso,netherlands,dd,,,,,,
6813,,Rossum,netherlands,dd,,,,,,
6814,,Statenland,netherlands,dd,,,,,,
6815,,Thulen,netherlands,dd,,,,,,
6816,,Wageningen,netherlands,dd,,,,,,
6817,,Westerdijkshorn,netherlands,dd,,,,,,
6818,,Vredenhof,netherlands,dd,,,,,,
6819,,Zeerijp,netherlands,dd,,,,,,
6820,,Vogelstruis,netherlands,dd,,,,,,
6821,,Witte Lam,netherlands,dd,,,,,,
6822,,Groote Liefde,netherlands,dd,,,,,,
6823,,Pacificatie,netherlands,dd,,,,,,
6824,,Olifant,netherlands,dd,,,,,,
6828,,Voorzichtigheid,netherlands,dd,,,,,,
6829,,Geloof,netherlands,dd,,,,,,
##,,,###,,,,,,,
6830,,Barbaros Hayreddin,ottoman,bb,,,,,,
6831,,Göke,ottoman,bb,,,,,,
6832,,La Sultana,ottoman,bb,,,,,,
6833,,Tre Naranceri,ottoman,bb,,,,,,
6834,,Nachis,ottoman,bb,,,,,,
6835,,Beneghem,ottoman,bb,,,,,,
6836,,Corona Ottomana,ottoman,bb,,,,,,
6837,,Rodos,ottoman,bb,,,,,,
6838,,Bahr-ı Zafer,ottoman,bb,,,,,,
6839,,Melik-ı Bahri,ottoman,bb,,,,,,
6840,,Anka-ı Bahri,ottoman,bb,,,,,,
6841,,Fethü'l Fettah,ottoman,bb,,,,,,
6842,,Nüvid-ı Fütuh,ottoman,bb,,,,,,
6843,,Peleng-ı Bahri,ottoman,bb,,,,,,
6844,,Tevfikullah,ottoman,bb,,,,,,
6845,,Feyz-ı Hüda,ottoman,bb,,,,,,
6846,,Mansuriye,ottoman,bb,,,,,,
6847,,Inayet-ı Hakk,ottoman,bb,,,,,,
6848,,Şehbaz-ı Bahri,ottoman,bb,,,,,,
6849,,Ukâb-ı Bahri,ottoman,bb,,,,,,
6850,,Mazhar-ı Hidâyet,ottoman,bb,,,,,,
6851,,Mazhar-ı Saadet,ottoman,bb,,,,,,
6852,,Mebdâ-i Nusret,ottoman,bb,,,,,,
6853,,Raad-ı Bahri,ottoman,bb,,,,,,
6854,,Berk-i Bahri,ottoman,bb,,,,,,
6855,,Berk-i Hafız,ottoman,bb,,,,,,
6856,,Şihab-ı Sakıb,ottoman,bb,,,,,,
6857,,Cedid Bomba,ottoman,bb,,,,,,
6858,,Mansur el liwa,ottoman,bb,,,,,,
6859,,Mahmudiye,ottoman,bb,,,,,,
6860,,Abdül Kadir,ottoman,bb,,,,,,
6861,,Turgut Reis,ottoman,bb,,,,,,
6862,,Hayreddin Barbarossa,ottoman,bb,,,,,,
6863,,Reşadiye,ottoman,bb,,,,,,
6864,,Fatih Sultan Mehmed,ottoman,bb,,,,,,
6865,,Sultan Osman-i Evvel,ottoman,bb,,,,,,
6866,,Peyk-i Zafer,ottoman,bb,,,,,,
6867,,Kosova,ottoman,bb,,,,,,
6868,,Fethiye,ottoman,bb,,,,,,
6869,,Şadiye,ottoman,bb,,,,,,
6870,,Fâtih,ottoman,bb,,,,,,
6871,,Fettâh,ottoman,bb,,,,,,
6872,,Mesûdiye,ottoman,bb,,,,,,
6873,,Teşrifiye,ottoman,bb,,,,,,
6874,,Hamidiye,ottoman,bb,,,,,,
6875,,Peyk-i Şeref,ottoman,bb,,,,,,
6876,,Burc-ı Zafer,ottoman,bb,,,,,,
6877,,Osmaniye,ottoman,bb,,,,,,
6878,,Aziziye,ottoman,bb,,,,,,
6879,,Orhaniye,ottoman,bb,,,,,,
6880,,Masudiya,ottoman,bc,,,,,,
6881,,Anka-yi bahri,ottoman,bc,,,,,,
6882,,Taus-i bahri,ottoman,bc,,,,,,
6883,,Tevfik-numa,ottoman,bc,,,,,,
6884,,Biafaret,ottoman,bc,,,,,,
6885,,Kilid-i bahri,ottoman,bc,,,,,,
6886,,Sayyad-i bahri,ottoman,bc,,,,,,
6887,,Gulbang-i-Nusrat,ottoman,bc,,,,,,
6888,,Jebel-andaz,ottoman,bc,,,,,,
6889,,Meskeni-ghazi,ottoman,bc,,,,,,
6890,,Bedr-i zafar,ottoman,bc,,,,,,
6891,,Fahki-i zafar,ottoman,bc,,,,,,
6892,,Nessim,ottoman,bc,,,,,,
6893,,Iskenderiya,ottoman,bc,,,,,,
6894,,Metelin,ottoman,bc,,,,,,
6895,,Rahbar-i alam,ottoman,bc,,,,,,
6896,,Denyuvet,ottoman,bc,,,,,,
6897,,Alamat i Nusrat,ottoman,bc,,,,,,
6898,,Melankai,ottoman,bc,,,,,,
6899,,Ghiuh Rewan,ottoman,bc,,,,,,
6900,,Fahti Bahri,ottoman,bc,,,,,,
6901,,Burj Zafer,ottoman,bc,,,,,,
6902,,Ihsanya,ottoman,bc,,,,,,
6903,,Surya,ottoman,bc,,,,,,
6904,,Leone,ottoman,bc,,,,,,
6905,,Fevz Nusrat,ottoman,bc,,,,,,
6906,,Ka'id Zafer,ottoman,bc,,,,,,
6907,,Mukkademe-i Hayir,ottoman,bc,,,,,,
6908,,Necm-i Zafer,ottoman,bc,,,,,,
6909,,Teşvikiye,ottoman,bc,,,,,,
6910,,Yavûz Sultân Selîm,ottoman,bc,,,,,,
6911,,Ainduie,ottoman,bc,,,,,,
6912,,Oruc Reis,ottoman,bc,,,,,,
6913,,Bekberi-kufret,ottoman,bc,,,,,,
6914,,Faouish,ottoman,bc,,,,,,
6915,,Fivrie,ottoman,bc,,,,,,
6916,,Mubir-i Sürur,ottoman,bc,,,,,,
6917,,Eser-i Cedîd,ottoman,bc,,,,,,
6918,,Memdûhiye,ottoman,bc,,,,,,
6919,,Avni Illah,ottoman,bc,,,,,,
6920,,Şahâb,ottoman,bc,,,,,,
6921,,Fettâh,ottoman,bc,,,,,,
6922,,Nizâmiye,ottoman,bc,,,,,,
6923,,Nusretiye,ottoman,bc,,,,,,
6924,,Gilyum,ottoman,bc,,,,,,
6925,,Trakya,ottoman,bc,,,,,,
6926,,Raousierie,ottoman,bc,,,,,,
6927,,Peik-i-Sheref,ottoman,bc,,,,,,
6928,,Bourdjou-Zaffer,ottoman,bc,,,,,,
6929,,Asar-i Tevfik,ottoman,bc,,,,,,
6930,,Hifz-i Rahmân,ottoman,ca,,,,,,
6931,,Tevfikiye,ottoman,ca,,,,,,
6932,,Fazl Illah,ottoman,ca,,,,,,
6933,,Nizamieh,ottoman,ca,,,,,,
6934,,Navek Bahri,ottoman,ca,,,,,,
6935,,Damiat,ottoman,ca,,,,,,
6936,,Gaziantep ,ottoman,ca,,,,,,
6937,,Nejm Fishan,ottoman,ca,,,,,,
6938,,Feyd Mabud,ottoman,ca,,,,,,
6939,,Kel Safid,ottoman,ca,,,,,,
6940,,Danzik,ottoman,ca,,,,,,
6941,,Şemşir-i Hücûm,ottoman,ca,,,,,,
6942,,Mahabbet,ottoman,ca,,,,,,
6943,,Satvet,ottoman,ca,,,,,,
6944,,Sâikı,ottoman,ca,,,,,,
6945,,Tîr-i Zafer,ottoman,ca,,,,,,
6946,,Seyf-i Bahrî,ottoman,ca,,,,,,
6947,,Mecidiye,ottoman,ca,,,,,,
6948,,Taif,ottoman,ca,,,,,,
6949,,Saik-i Şadi,ottoman,ca,,,,,,
6950,,Feyzâ-i Bahrî,ottoman,ca,,,,,,
6951,,Muhbir-i Sürûr,ottoman,ca,,,,,,
6952,,Kervan-i Bahri,ottoman,ca,,,,,,
6953,,Ertuğrul,ottoman,ca,,,,,,
6954,,Hüdâvendigâr,ottoman,ca,,,,,,
6955,,Nâsr-ül Azîz,ottoman,ca,,,,,,
6956,,Selimiye,ottoman,ca,,,,,,
6957,,Peyk-i Meserret,ottoman,ca,,,,,,
6958,,Peyk-i Nusret,ottoman,ca,,,,,,
6959,,Mukaddeme-i Şeref,ottoman,ca,,,,,,
6960,,Rehber-i Tevfik,ottoman,ca,,,,,,
6961,,Mehmed Selîm,ottoman,ca,,,,,,
6962,,Sinop,ottoman,ca,,,,,,
6963,,İzmir,ottoman,ca,,,,,,
6964,,Bursa,ottoman,ca,,,,,,
6965,,Edirne,ottoman,ca,,,,,,
6966,,Beyrût,ottoman,ca,,,,,,
6967,,Sedd-ül Bahir,ottoman,ca,,,,,,
6968,,İskenderiye,ottoman,ca,,,,,,
6969,,Zuhâf,ottoman,ca,,,,,,
6970,,Utarit,ottoman,ca,,,,,,
6971,,Meriç,ottoman,ca,,,,,,
6972,,Mansûre,ottoman,ca,,,,,,
6973,,Lübnan,ottoman,ca,,,,,,
6974,,Muzaffer,ottoman,ca,,,,,,
6975,,Heybet Nümâ,ottoman,ca,,,,,,
6976,,Heibetnuma,ottoman,ca,,,,,,
6977,,Kilid Bahir,ottoman,ca,,,,,,
6978,,Bursa,ottoman,ca,,,,,,
6979,,Necm-i Şevket,ottoman,ca,,,,,,
6980,,Asar-i Şevket,ottoman,cl,,,,,,
6981,,Lütf-ü Celil,ottoman,cl,,,,,,
6982,,Hifz-ur Rahman,ottoman,cl,,,,,,
6983,,Feth-i Bülend,ottoman,cl,,,,,,
6984,,Muhbir-i Sürûr,ottoman,cl,,,,,,
6985,,İşkodra,ottoman,cl,,,,,,
6986,,Feth-ül İslâm,ottoman,cl,,,,,,
6987,,Iclaliye,ottoman,cl,,,,,,
6988,,Mukaddeme-i Hayir,ottoman,cl,,,,,,
6989,,Caravela,ottoman,cl,,,,,,
6990,,Böğürtlen,ottoman,cl,,,,,,
6991,,Muin-i Zafer,ottoman,cl,,,,,,
6992,,Podgoriçe,ottoman,cl,,,,,,
6993,,Semendire,ottoman,cl,,,,,,
6994,,Hizber,ottoman,cl,,,,,,
6995,,Seyfî,ottoman,cl,,,,,,
6996,,İzmir,ottoman,cl,,,,,,
6997,,Bursa,ottoman,cl,,,,,,
6998,,Drama,ottoman,cl,,,,,,
6999,,Lütf-ü Hümayun,ottoman,cl,,,,,,
7000,,Mahalet-el-Koubra,ottoman,cl,,,,,,
7001,,İskenderiye,ottoman,cl,,,,,,
7002,,Nâsır,ottoman,cl,,,,,,
7003,,Târık,ottoman,cl,,,,,,
7004,,Pervîn,ottoman,cl,,,,,,
7005,,Sehâm,ottoman,cl,,,,,,
7006,,Ejder,ottoman,cl,,,,,,
7007,,Tayyâr,ottoman,cl,,,,,,
7008,,Heybet Nümâ,ottoman,cl,,,,,,
7009,,Abdül Mecid,ottoman,cl,,,,,,
7010,,Alpagot,ottoman,cl,,,,,,
7011,,Bursa,ottoman,cl,,,,,,
7012,,Vesîle-i Nusre,ottoman,cl,,,,,,
7013,,Berk Efşân,ottoman,cl,,,,,,
7014,,Muavenet-i Milliye,ottoman,cl,,,,,,
7015,,Yarhisar ,ottoman,cl,,,,,,
7016,,Samsun,ottoman,cl,,,,,,
7017,,Taşoz,ottoman,cl,,,,,,
7018,,Basra,ottoman,cl,,,,,,
7019,,Sultan Abdülhamid,ottoman,cl,,,,,,
7020,,Yadigar-i Millet,ottoman,cl,,,,,,
7021,,Nümune-i Hamiyet,ottoman,cl,,,,,,
7022,,Gayret-i Vataniye,ottoman,cl,,,,,,
7023,,Burhâneddîn,ottoman,cl,,,,,,
7024,,Tevfik,ottoman,cl,,,,,,
7025,,Antalya,ottoman,cl,,,,,,
7026,,Eser-i Terakki,ottoman,cl,,,,,,
7027,,Nimet,ottoman,cl,,,,,,
7028,,Şanaver,ottoman,cl,,,,,,
7029,,Timsah,ottoman,cl,,,,,,
7030,,Mansourah,ottoman,dd,,,,,,
7031,,Iskander,ottoman,dd,,,,,,
7032,,Homs,ottoman,dd,,,,,,
7033,,Koniah,ottoman,dd,,,,,,
7034,,Fayoum,ottoman,dd,,,,,,
7035,,Benisouef,ottoman,dd,,,,,,
7036,,Masr,ottoman,dd,,,,,,
7037,,Aké,ottoman,dd,,,,,,
7038,,Beylan,ottoman,dd,,,,,,
7039,,Barecham,ottoman,dd,,,,,,
7040,,Aboukir,ottoman,dd,,,,,,
7041,,Al Qahirah,ottoman,dd,,,,,,
7042,,Sham,ottoman,dd,,,,,,
7043,,Midilli,ottoman,dd,,,,,,
7044,,Avnillah,ottoman,dd,,,,,,
7045,,Draç,ottoman,dd,,,,,,
7046,,Yûnus,ottoman,dd,,,,,,
7047,,Sultanhisar,ottoman,dd,,,,,,
7048,,Kütahya,ottoman,dd,,,,,,
7049,,Demirhisar,ottoman,dd,,,,,,
7050,,Peyk-i Şevket,ottoman,dd,,,,,,
7051,,Mûsul,ottoman,dd,,,,,,
7052,,Sivrihisar,ottoman,dd,,,,,,
7053,,Intibah,ottoman,dd,,,,,,
7054,,Berk-i Satvet,ottoman,dd,,,,,,
7055,,Akhisar,ottoman,dd,,,,,,
7056,,Hamidâbad,ottoman,dd,,,,,,
7057,,Nilufer,ottoman,dd,,,,,,
7058,,Urfa,ottoman,dd,,,,,,
7059,,Ankara,ottoman,dd,,,,,,
7060,,Tokad,ottoman,dd,,,,,,
7061,,Abdül Hamid,ottoman,dd,,,,,,
7062,,Müstecib Onbaşı,ottoman,dd,,,,,,
7063,,Fuat,ottoman,dd,,,,,,
7064,,Stamboul,ottoman,dd,,,,,,
7065,,Osmanieh,ottoman,dd,,,,,,
7066,,Mahmudieh,ottoman,dd,,,,,,
7067,,Orkanieh,ottoman,dd,,,,,,
7068,,Abdul Aziz,ottoman,dd,,,,,,
7069,,Assari Tevfik,ottoman,dd,,,,,,
7070,,Assari Shevket,ottoman,dd,,,,,,
7071,,Muin-I-Zaffer,ottoman,dd,,,,,,
7072,,Idjalieh,ottoman,dd,,,,,,
7073,,Fethi Bulend,ottoman,dd,,,,,,
7074,,Mukaddami Khair,ottoman,dd,,,,,,
7075,,Luft Humayun,ottoman,dd,,,,,,
7076,,Berk I Efsan,ottoman,dd,,,,,,
7077,,Tayyar,ottoman,dd,,,,,,
7078,,Samsoun,ottoman,dd,,,,,,
7079,,Adatepe,ottoman,dd,,,,,,
7080,,Kocatepe,ottoman,dd,,,,,,
7081,,Tinaztepe,ottoman,dd,,,,,,
7082,,Gelibolu,ottoman,dd,,,,,,
7083,,Gemlik,ottoman,dd,,,,,,
7084,,Giresun,ottoman,dd,,,,,,
7085,,Alp Arslan,ottoman,dd,,,,,,
7086,,Kilic Ali Pasha,ottoman,dd,,,,,,
7087,,Maresal Fevzi Cakmak,ottoman,dd,,,,,,
7088,,Piyale Pasa,ottoman,dd,,,,,,
7089,,Icel,ottoman,dd,,,,,,
7090,,Istanbul,ottoman,dd,,,,,,
7091,,Izmit,ottoman,dd,,,,,,
7092,,Savastepe,ottoman,dd,,,,,,
7093,,Kilic Ali Pasa,ottoman,dd,,,,,,
7094,,Yucetepe,ottoman,dd,,,,,,
7095,,Anitepe,ottoman,dd,,,,,,
7096,,Alcitepe,ottoman,dd,,,,,,
7097,,Yilderim,ottoman,dd,,,,,,
7098,,Salihreis,ottoman,dd,,,,,,
7099,,Kemalreis,ottoman,dd,,,,,,
7100,,Ege,ottoman,dd,,,,,,
7101,,Karadeniz,ottoman,dd,,,,,,
7102,,Akdeniz,ottoman,dd,,,,,,
7103,,Gemlik,ottoman,dd,,,,,,
7104,,Geliboli,ottoman,dd,,,,,,
7105,,Gokceada,ottoman,dd,,,,,,
7106,,Gediz,ottoman,dd,,,,,,
7107,,Simir I Hidsum,ottoman,dd,,,,,,
7108,,Mahabet,ottoman,dd,,,,,,
7109,,Gilyom,ottoman,dd,,,,,,
7110,,Younous,ottoman,dd,,,,,,
7111,,Drach,ottoman,dd,,,,,,
7112,,Birindci Inonu,ottoman,dd,,,,,,
7113,,Ikindci Inonu,ottoman,dd,,,,,,
7114,,Dumlupinar,ottoman,dd,,,,,,
7115,,Sakarya,ottoman,dd,,,,,,
7116,,Gur,ottoman,dd,,,,,,
7117,,Atilay,ottoman,dd,,,,,,
7118,,Yildiray,ottoman,dd,,,,,,
7119,,Saldiray,ottoman,dd,,,,,,
7120,,Baltiray,ottoman,dd,,,,,,
7121,,Burac Reis,ottoman,dd,,,,,,
7122,,Murat Reis,ottoman,dd,,,,,,
7123,,Ulac Ali Reis,ottoman,dd,,,,,,
7124,,Mustedieh Ombashi,ottoman,dd,,,,,,
7125,,Osman Gazi,ottoman,dd,,,,,,
7126,,Cezayirli Gazi Hasan Pasa,ottoman,dd,,,,,,
7127,,Sokulla Mehmet Pasa,ottoman,dd,,,,,,
7131,,Erdek,ottoman,dd,,,,,,
7132,,Erdemli,ottoman,dd,,,,,,
##,,,###,,,,,,,
7133,,Buenos Aires,argentina,bb,,,,,,
7134,,Catamarca,argentina,bb,,,,,,
7135,,Chaco,argentina,bb,,,,,,
7136,,Chubut,argentina,bb,,,,,,
7137,,Córdova,argentina,bb,,,,,,
7138,,Corrientes,argentina,bb,,,,,,
7139,,Entre Ríos,argentina,bb,,,,,,
7140,,Formosa,argentina,bb,,,,,,
7141,,Jujuy,argentina,bb,,,,,,
7142,,La Pampa,argentina,bb,,,,,,
7143,,La Rioja,argentina,bb,,,,,,
7144,,Mendoza,argentina,bb,,,,,,
7145,,Misiones,argentina,bb,,,,,,
7146,,Neuquén,argentina,bb,,,,,,
7147,,Río Negro,argentina,bb,,,,,,
7148,,Salta,argentina,bb,,,,,,
7149,,San Juan,argentina,bb,,,,,,
7150,,San Luis,argentina,bb,,,,,,
7151,,Santa Cruz,argentina,bb,,,,,,
7152,,Santa Fé,argentina,bb,,,,,,
7153,,Santiago del Estero,argentina,bb,,,,,,
7154,,Tierra del Fuego,argentina,bb,,,,,,
7155,,Tucumán,argentina,bb,,,,,,
7156,,Mariano Moreno,argentina,bb,,,,,,
7157,,Independencia,argentina,bb,,,,,,
7158,,Rivadavia,argentina,bb,,,,,,
7159,,Libertad,argentina,bb,,,,,,
7160,,Rio de la Plata,argentina,bb,,,,,,
7161,,Santísima Trinidad,argentina,bb,,,,,,
7162,,Veinticinco de Mayo,argentina,bb,,,,,,
7163,,Libertad ,argentina,bc,,,,,,
7164,,El Plata,argentina,bc,,,,,,
7165,,Los Andes,argentina,bc,,,,,,
7166,,Patria,argentina,bc,,,,,,
7167,,Garibaldi,argentina,bc,,,,,,
7168,,San Martín,argentina,bc,,,,,,
7169,,Pueyrredón,argentina,bc,,,,,,
7170,,Bathurst,argentina,bc,,,,,,
7171,,Buchardo,argentina,bc,,,,,,
7172,,Jorge,argentina,bc,,,,,,
7173,,King,argentina,bc,,,,,,
7174,,Pinedo,argentina,bc,,,,,,
7175,,Thorne,argentina,bc,,,,,,
7176,,Córdoba,argentina,bc,,,,,,
7177,,Cervantes,argentina,bc,,,,,,
7178,,Juan de Garay,argentina,bc,,,,,,
7179,,Almirante Domecq Garcia,argentina,bc,,,,,,
7180,,Bouchard,argentina,bc,,,,,,
