#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#,,,,,,,,,
"gun_14_x1_austria_bb,bc",,356,gun_14_x1,austria,"bb, bc",friedrich_gun_305_x1,1.3024,1.3787,1.13,40,vdt_gun_280_x1,1.2968,1.3759,1.13,45,vdt_gun_280_x1,1.2968,1.3759,1.13,45,spee_gun_var_280_x1,1.1454,1.2127,1.13,45,spee_gun_var_280_x1,1.1454,1.2127,1.13,50,,,,,,,,,,,,,,,,,,,
"gun_14_x2_austria_bb,bc",,356,gun_14_x2,austria,"bb, bc",friedrich_gun_305_x2,1.3024,1.3787,0.88,40,vdt_gun_280_x2,1.2968,1.3759,0.88,45,vdt_gun_280_x2,1.2968,1.3759,0.88,45,spee_gun_var_280_x2,1.1454,1.2127,0.88,45,spee_gun_var_280_x2,1.1454,1.2127,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_14_x3_austria_bb,bc",,356,gun_14_x3,austria,"bb, bc",friedrich_gun_305_x3,1.3024,1.3787,0.705,40,vdt_gun_280_x3,1.2968,1.3759,0.705,45,vdt_gun_280_x3,1.2968,1.3759,0.705,45,spee_gun_var_280_x3,1.1454,1.2127,0.705,45,spee_gun_var_280_x3,1.1454,1.2127,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_14_x4_austria_bb,bc",,356,gun_14_x4,austria,"bb, bc",,,,,,vdt_gun_280_x4,1.2968,1.3759,0.66,45,vdt_gun_280_x4,1.2968,1.3759,0.66,45,spee_gun_280_x4_a,1.1454,1.2127,0.66,45,spee_gun_280_x4_a,1.1454,1.2127,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_15_x1_austria_bb,bc",,381,gun_15_x1,austria,"bb, bc",friedrich_gun_305_x1,1.3887,1.465,1.14,40,vdt_gun_280_x1,1.3859,1.465,1.14,45,vdt_gun_280_x1,1.3859,1.465,1.14,45,spee_gun_var_280_x1,1.2227,1.29,1.14,45,spee_gun_var_280_x1,1.2227,1.29,1.14,50,,,,,,,,,,,,,,,,,,,
"gun_15_x2_austria_bb,bc",,381,gun_15_x2,austria,"bb, bc",friedrich_gun_305_x2,1.3887,1.465,0.9,40,vdt_gun_280_x2,1.3859,1.465,0.9,45,vdt_gun_280_x2,1.3859,1.465,0.9,45,spee_gun_var_280_x2,1.2227,1.29,0.9,45,spee_gun_var_280_x2,1.2227,1.29,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_15_x3_austria_bb,bc",,381,gun_15_x3,austria,"bb, bc",friedrich_gun_305_x3,1.3887,1.465,0.72,40,vdt_gun_280_x3,1.3859,1.465,0.72,45,vdt_gun_280_x3,1.3859,1.465,0.72,45,spee_gun_var_280_x3,1.2227,1.29,0.72,45,spee_gun_var_280_x3,1.2227,1.29,0.72,50,,,,,,,,,,,,,,,,,,,
"gun_15_x4_austria_bb,bc",,381,gun_15_x4,austria,"bb, bc",,,,,,vdt_gun_280_x4,1.3859,1.465,0.675,45,vdt_gun_280_x4,1.3859,1.465,0.675,45,spee_gun_280_x4_a,1.2227,1.29,0.675,45,spee_gun_280_x4_a,1.2227,1.29,0.675,50,,,,,,,,,,,,,,,,,,,
"gun_16_x1_austria_bb,bc",,406,gun_16_x1,austria,"bb, bc",friedrich_gun_305_x1,1.475,1.5513,1.15,40,vdt_gun_280_x1,1.475,1.5541,1.15,45,vdt_gun_280_x1,1.475,1.5541,1.15,45,spee_gun_var_280_x1,1.3,1.3673,1.15,45,spee_gun_var_280_x1,1.3,1.3673,1.15,50,,,,,,,,,,,,,,,,,,,
"gun_16_x2_austria_bb,bc",,406,gun_16_x2,austria,"bb, bc",friedrich_gun_305_x2,1.475,1.5513,0.93,40,vdt_gun_280_x2,1.475,1.5541,0.93,45,vdt_gun_280_x2,1.475,1.5541,0.93,45,spee_gun_var_280_x2,1.3,1.3673,0.93,45,spee_gun_var_280_x2,1.3,1.3673,0.93,50,,,,,,,,,,,,,,,,,,,
"gun_16_x3_austria_bb,bc",,406,gun_16_x3,austria,"bb, bc",friedrich_gun_305_x3,1.475,1.5513,0.75,40,vdt_gun_280_x3,1.475,1.5541,0.75,45,vdt_gun_280_x3,1.475,1.5541,0.75,45,spee_gun_var_280_x3,1.3,1.3673,0.75,45,spee_gun_var_280_x3,1.3,1.3673,0.75,50,,,,,,,,,,,,,,,,,,,
"gun_16_x4_austria_bb,bc",,406,gun_16_x4,austria,"bb, bc",,,,,,vdt_gun_280_x4,1.475,1.5541,0.68,45,vdt_gun_280_x4,1.475,1.5541,0.68,45,spee_gun_280_x4_a,1.3,1.3673,0.68,45,spee_gun_280_x4_a,1.3,1.3673,0.68,50,,,,,,,,,,,,,,,,,,,
"gun_17_x1_austria_bb,bc",,432,gun_17_x1,austria,"bb, bc",vdt_gun_280_x1,1.5641,1.6432,1.2,40,spee_gun_var_280_x1,1.3773,1.4446,1.2,45,spee_gun_var_280_x1,1.3773,1.4446,1.2,45,spee_gun_var_280_x1,1.3773,1.4446,1.2,45,spee_gun_var_280_x1,1.3773,1.4446,1.2,50,,,,,,,,,,,,,,,,,,,
"gun_17_x2_austria_bb,bc",,432,gun_17_x2,austria,"bb, bc",vdt_gun_280_x2,1.5641,1.6432,0.95,40,spee_gun_var_280_x2,1.3773,1.4446,0.95,45,spee_gun_var_280_x2,1.3773,1.4446,0.95,45,spee_gun_var_280_x2,1.3773,1.4446,0.95,45,spee_gun_var_280_x2,1.3773,1.4446,0.95,50,,,,,,,,,,,,,,,,,,,
"gun_17_x3_austria_bb,bc",,432,gun_17_x3,austria,"bb, bc",vdt_gun_280_x3,1.5641,1.6432,0.775,40,spee_gun_var_280_x3,1.3773,1.4446,0.775,45,spee_gun_var_280_x3,1.3773,1.4446,0.775,45,spee_gun_var_280_x3,1.3773,1.4446,0.775,45,spee_gun_var_280_x3,1.3773,1.4446,0.775,50,,,,,,,,,,,,,,,,,,,
"gun_17_x4_austria_bb,bc",,432,gun_17_x4,austria,"bb, bc",vdt_gun_280_x4,1.5641,1.6432,0.71,40,spee_gun_280_x4_a,1.3773,1.4446,0.71,45,spee_gun_280_x4_a,1.3773,1.4446,0.71,45,spee_gun_280_x4_a,1.3773,1.4446,0.71,45,spee_gun_280_x4_a,1.3773,1.4446,0.71,50,,,,,,,,,,,,,,,,,,,
"gun_18_x1_austria_bb,bc",,457,gun_18_x1,austria,"bb, bc",vdt_gun_280_x1,1.6532,1.7323,1.23,40,spee_gun_var_280_x1,1.4546,1.5219,1.23,45,spee_gun_var_280_x1,1.4546,1.5219,1.23,45,spee_gun_var_280_x1,1.4546,1.5219,1.23,45,spee_gun_var_280_x1,1.4546,1.5219,1.23,50,,,,,,,,,,,,,,,,,,,
"gun_18_x2_austria_bb,bc",,457,gun_18_x2,austria,"bb, bc",vdt_gun_280_x2,1.6532,1.7323,0.985,40,spee_gun_var_280_x2,1.4546,1.5219,0.985,45,spee_gun_var_280_x2,1.4546,1.5219,0.985,45,spee_gun_var_280_x2,1.4546,1.5219,0.985,45,spee_gun_var_280_x2,1.4546,1.5219,0.985,50,,,,,,,,,,,,,,,,,,,
"gun_18_x3_austria_bb,bc",,457,gun_18_x3,austria,"bb, bc",vdt_gun_280_x3,1.6532,1.7323,0.81,40,spee_gun_var_280_x3,1.4546,1.5219,0.81,45,spee_gun_var_280_x3,1.4546,1.5219,0.81,45,spee_gun_var_280_x3,1.4546,1.5219,0.81,45,spee_gun_var_280_x3,1.4546,1.5219,0.81,50,,,,,,,,,,,,,,,,,,,
"gun_18_x4_austria_bb,bc",,457,gun_18_x4,austria,"bb, bc",vdt_gun_280_x4,1.6532,1.7323,0.735,40,spee_gun_280_x4_a,1.4546,1.5219,0.735,45,spee_gun_280_x4_a,1.4546,1.5219,0.735,45,spee_gun_280_x4_a,1.4546,1.5219,0.735,45,spee_gun_280_x4_a,1.4546,1.5219,0.735,50,,,,,,,,,,,,,,,,,,,
"gun_19_x1_austria_bb,bc",,483,gun_19_x1,austria,"bb, bc",vdt_gun_280_x1,1.7423,1.8214,1.16,40,spee_gun_var_280_x1,1.5319,1.5992,1.16,45,spee_gun_var_280_x1,1.5319,1.5992,1.16,45,spee_gun_var_280_x1,1.5319,1.5992,1.16,45,spee_gun_var_280_x1,1.5319,1.5992,1.16,50,,,,,,,,,,,,,,,,,,,
"gun_19_x2_austria_bb,bc",,483,gun_19_x2,austria,"bb, bc",vdt_gun_280_x2,1.7423,1.8214,0.95,40,spee_gun_var_280_x2,1.5319,1.5992,0.95,45,spee_gun_var_280_x2,1.5319,1.5992,0.95,45,spee_gun_var_280_x2,1.5319,1.5992,0.95,45,spee_gun_var_280_x2,1.5319,1.5992,0.95,50,,,,,,,,,,,,,,,,,,,
"gun_19_x3_austria_bb,bc",,483,gun_19_x3,austria,"bb, bc",vdt_gun_280_x3,1.7423,1.8214,0.78,40,spee_gun_var_280_x3,1.5319,1.5992,0.78,45,spee_gun_var_280_x3,1.5319,1.5992,0.78,45,spee_gun_var_280_x3,1.5319,1.5992,0.78,45,spee_gun_var_280_x3,1.5319,1.5992,0.78,50,,,,,,,,,,,,,,,,,,,
"gun_19_x4_austria_bb,bc",,483,gun_19_x4,austria,"bb, bc",vdt_gun_280_x4,1.7423,1.8214,0.725,40,spee_gun_280_x4_a,1.5319,1.5992,0.725,45,spee_gun_280_x4_a,1.5319,1.5992,0.725,45,spee_gun_280_x4_a,1.5319,1.5992,0.725,45,spee_gun_280_x4_a,1.5319,1.5992,0.725,50,,,,,,,,,,,,,,,,,,,
"gun_20_x1_austria_bb,bc",,508,gun_20_x1,austria,"bb, bc",vdt_gun_280_x1,1.8314,1.9105,1.05,40,spee_gun_var_280_x1,1.6092,1.6765,1.05,45,spee_gun_var_280_x1,1.6092,1.6765,1.05,45,spee_gun_var_280_x1,1.6092,1.6765,1.05,45,spee_gun_var_280_x1,1.6092,1.6765,1.05,50,,,,,,,,,,,,,,,,,,,
"gun_20_x2_austria_bb,bc",,508,gun_20_x2,austria,"bb, bc",vdt_gun_280_x2,1.8314,1.9105,0.85,40,spee_gun_var_280_x2,1.6092,1.6765,0.85,45,spee_gun_var_280_x2,1.6092,1.6765,0.85,45,spee_gun_var_280_x2,1.6092,1.6765,0.85,45,spee_gun_var_280_x2,1.6092,1.6765,0.85,50,,,,,,,,,,,,,,,,,,,
"gun_20_x3_austria_bb,bc",,508,gun_20_x3,austria,"bb, bc",vdt_gun_280_x3,1.8314,1.9105,0.7,40,spee_gun_var_280_x3,1.6092,1.6765,0.7,45,spee_gun_var_280_x3,1.6092,1.6765,0.7,45,spee_gun_var_280_x3,1.6092,1.6765,0.7,45,spee_gun_var_280_x3,1.6092,1.6765,0.7,50,,,,,,,,,,,,,,,,,,,
"gun_20_x4_austria_bb,bc",,508,gun_20_x4,austria,"bb, bc",vdt_gun_280_x4,1.8314,1.9105,0.65,40,spee_gun_280_x4_a,1.6092,1.6765,0.65,45,spee_gun_280_x4_a,1.6092,1.6765,0.65,45,spee_gun_280_x4_a,1.6092,1.6765,0.65,45,spee_gun_280_x4_a,1.6092,1.6765,0.65,50,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_spain,,51,gun_2_x1,spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x2_spain,,51,gun_2_x2,spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x3_spain,,51,gun_2_x3,spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_spain,,51,gun_2_x4,spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_spain_dd,,76,gun_3_x1,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_spain_dd,,76,gun_3_x2,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x3_spain_dd,,76,gun_3_x3,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x4_spain_dd,,76,gun_3_x4,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_spain_dd,,102,gun_4_x1,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_spain_dd,,102,gun_4_x2,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x3_spain_dd,,102,gun_4_x3,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x4_spain_dd,,102,gun_4_x4,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_spain_dd,,127,gun_5_x1,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_spain_dd,,127,gun_5_x2,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x3_spain_dd,,127,gun_5_x3,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x4_spain_dd,,127,gun_5_x4,spain,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_spain_cl,,76,gun_3_x1,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_spain_cl,,76,gun_3_x2,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x3_spain_cl,,76,gun_3_x3,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x4_spain_cl,,76,gun_3_x4,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_spain_cl,,102,gun_4_x1,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_spain_cl,,102,gun_4_x2,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x3_spain_cl,,102,gun_4_x3,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x4_spain_cl,,102,gun_4_x4,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_spain_cl,,127,gun_5_x1,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_spain_cl,,127,gun_5_x2,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x3_spain_cl,,127,gun_5_x3,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x4_spain_cl,,127,gun_5_x4,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x1_spain_cl,,152,gun_6_x1,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x2_spain_cl,,152,gun_6_x2,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x3_spain_cl,,152,gun_6_x3,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x4_spain_cl,,152,gun_6_x4,spain,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_3_x1_spain_ca,bb,bc",,76,gun_3_x1,spain,"ca, bb, bc",tsesarevich_gun_152_x1,0.4915,0.626,1.45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_3_x2_spain_ca,bb,bc",,76,gun_3_x2,spain,"ca, bb, bc",tsesarevich_gun_152_x2,0.4915,0.626,1.08,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_3_x3_spain_ca,bb,bc",,76,gun_3_x3,spain,"ca, bb, bc",tsesarevich_gun_152_x3,0.4915,0.626,0.83,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_3_x4_spain_ca,bb,bc",,76,gun_3_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_4_x1_spain_ca,bb,bc",,102,gun_4_x1,spain,"ca, bb, bc",tsesarevich_gun_152_x1,0.646,0.7805,1.7,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_4_x2_spain_ca,bb,bc",,102,gun_4_x2,spain,"ca, bb, bc",tsesarevich_gun_152_x2,0.646,0.7805,1.28,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_4_x3_spain_ca,bb,bc",,102,gun_4_x3,spain,"ca, bb, bc",tsesarevich_gun_152_x3,0.646,0.7805,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_4_x4_spain_ca,bb,bc",,102,gun_4_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_5_x1_spain_ca,bb,bc",,127,gun_5_x1,spain,"ca, bb, bc",tsesarevich_gun_152_x1,0.8005,0.935,1.25,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_5_x2_spain_ca,bb,bc",,127,gun_5_x2,spain,"ca, bb, bc",tsesarevich_gun_152_x2,0.8005,0.935,0.95,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_5_x3_spain_ca,bb,bc",,127,gun_5_x3,spain,"ca, bb, bc",tsesarevich_gun_152_x3,0.8005,0.935,0.75,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_5_x4_spain_ca,bb,bc",,127,gun_5_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_6_x1_spain_ca,bb,bc",,152,gun_6_x1,spain,"ca, bb, bc",tsesarevich_gun_152_x1,0.955,1.0895,1.185,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_6_x2_spain_ca,bb,bc",,152,gun_6_x2,spain,"ca, bb, bc",tsesarevich_gun_152_x2,0.955,1.0895,0.86,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_6_x3_spain_ca,bb,bc",,152,gun_6_x3,spain,"ca, bb, bc",tsesarevich_gun_152_x3,0.955,1.0895,0.66,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_6_x4_spain_ca,bb,bc",,152,gun_6_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_7_x1_spain_cl,ca,bb,bc",,178,gun_7_x1,spain,"cl, ca, bb, bc",tsesarevich_gun_152_x1,1.1095,1.244,1.21,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_7_x2_spain_cl,ca,bb,bc",,178,gun_7_x2,spain,"cl, ca, bb, bc",tsesarevich_gun_152_x2,1.1095,1.244,0.9,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_7_x3_spain_cl,ca,bb,bc",,178,gun_7_x3,spain,"cl, ca, bb, bc",tsesarevich_gun_152_x3,1.1095,1.244,0.705,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_7_x4_spain_cl,ca,bb,bc",,178,gun_7_x4,spain,"cl, ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_8_x1_spain_ca,bb,bc",,203,gun_8_x1,spain,"ca, bb, bc",tsesarevich_gun_152_x1,1.264,1.3985,1.17,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_8_x2_spain_ca,bb,bc",,203,gun_8_x2,spain,"ca, bb, bc",tsesarevich_gun_152_x2,1.264,1.3985,0.88,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_8_x3_spain_ca,bb,bc",,203,gun_8_x3,spain,"ca, bb, bc",tsesarevich_gun_152_x3,1.264,1.3985,0.69,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_8_x4_spain_ca,bb,bc",,203,gun_8_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_9_x1_spain_ca,bb,bc",,229,gun_9_x1,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.6125,0.665,1.1,50,,,,,,,,,,,,,,,,,,,
"gun_9_x2_spain_ca,bb,bc",,229,gun_9_x2,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.6125,0.665,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_9_x3_spain_ca,bb,bc",,229,gun_9_x3,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.6125,0.665,0.64,50,,,,,,,,,,,,,,,,,,,
"gun_9_x4_spain_ca,bb,bc",,229,gun_9_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.6125,0.665,0.58,50,,,,,,,,,,,,,,,,,,,
"gun_10_x1_spain_ca,bb,bc",,254,gun_10_x1,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.675,0.7275,1.2,50,,,,,,,,,,,,,,,,,,,
"gun_10_x2_spain_ca,bb,bc",,254,gun_10_x2,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.675,0.7275,0.9,50,,,,,,,,,,,,,,,,,,,
"gun_10_x3_spain_ca,bb,bc",,254,gun_10_x3,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.675,0.7275,0.68,50,,,,,,,,,,,,,,,,,,,
"gun_10_x4_spain_ca,bb,bc",,254,gun_10_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.675,0.7275,0.63,50,,,,,,,,,,,,,,,,,,,
"gun_11_x1_spain_ca,bb,bc",,279,gun_11_x1,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.7375,0.79,1.07,50,,,,,,,,,,,,,,,,,,,
"gun_11_x2_spain_ca,bb,bc",,279,gun_11_x2,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.7375,0.79,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_11_x3_spain_ca,bb,bc",,279,gun_11_x3,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.7375,0.79,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_11_x4_spain_ca,bb,bc",,279,gun_11_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.7375,0.79,0.61,50,,,,,,,,,,,,,,,,,,,
"gun_12_x1_spain_bb,bc",,305,gun_12_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.161,1.242,1.07,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.8,0.8525,1.07,50,,,,,,,,,,,,,,,,,,,
"gun_12_x2_spain_bb,bc",,305,gun_12_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.161,1.242,0.82,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.8,0.8525,0.82,50,,,,,,,,,,,,,,,,,,,
"gun_12_x3_spain_bb,bc",,305,gun_12_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.161,1.242,0.66,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.8,0.8525,0.66,50,,,,,,,,,,,,,,,,,,,
"gun_12_x4_spain_bb,bc",,305,gun_12_x4,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.8,0.8525,0.61,50,,,,,,,,,,,,,,,,,,,
"gun_13_x1_spain_bb,bc",,330,gun_13_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.252,1.333,1.13,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.8625,0.915,1.13,50,,,,,,,,,,,,,,,,,,,
"gun_13_x2_spain_bb,bc",,330,gun_13_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.252,1.333,0.88,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.8625,0.915,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_13_x3_spain_bb,bc",,330,gun_13_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.252,1.333,0.705,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.8625,0.915,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_13_x4_spain_bb,bc",,330,gun_13_x4,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.8625,0.915,0.65,50,,,,,,,,,,,,,,,,,,,
"gun_14_x1_spain_bb,bc",,356,gun_14_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.343,1.424,1.13,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.925,0.9775,1.13,50,,,,,,,,,,,,,,,,,,,
"gun_14_x2_spain_bb,bc",,356,gun_14_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.343,1.424,0.88,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.925,0.9775,0.88,50,,,,,,,,,,,,,,,,,,,
"gun_14_x3_spain_bb,bc",,356,gun_14_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.343,1.424,0.705,40,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.925,0.9775,0.705,50,,,,,,,,,,,,,,,,,,,
"gun_14_x4_spain_bb,bc",,356,gun_14_x4,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.925,0.9775,0.66,50,,,,,,,,,,,,,,,,,,,
