#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#2,#3,#4,#5,#6,#7,#8,#9,#10
gun_14_x3_alt_russia,,330,gun_14_x3_alt,russia,,tsesarevich_gun_305_x3,1.318,1.399,0.705,,dreadnought_gun_305_x3,1.318,1.399,0.705,,ussr_gun_406_x3,0.795,0.84,0.705,,spee_gun_280_x3_a,1.1454,1.2127,0.705,45,spee_gun_280_x3_a,1.1454,1.2127,0.705,,,,,,,,,,,
gun_15_x2_alt_russia,,381,gun_15_x2_alt,russia,,dante_gun_305_x2,1.409,1.49,0.9,,dreadnought_gun_305_x2,1.409,1.49,0.9,,ussr_gun_406_x2,0.845,0.89,0.9,,spee_gun_280_x2_a,1.2227,1.29,0.9,45,spee_gun_280_x2_a,1.2227,1.29,0.9,,,,,,,,,,,
gun_15_x3_alt_russia,,381,gun_15_x3_alt,russia,,tsesarevich_gun_305_x3,1.409,1.49,0.72,,dreadnought_gun_305_x3,1.409,1.49,0.72,,ussr_gun_406_x3,0.845,0.89,0.72,,spee_gun_280_x3_a,1.2227,1.29,0.72,45,spee_gun_280_x3_a,1.2227,1.29,0.72,,,,,,,,,,,
gun_16_x2_alt_russia,,406,gun_16_x2_alt,russia,,dante_gun_305_x2,1.5,1.581,0.93,,dreadnought_gun_305_x2,1.5,1.581,0.93,,ussr_gun_406_x2,0.895,0.94,0.93,,spee_gun_280_x2_a,1.3,1.3673,0.93,45,spee_gun_280_x2_a,1.3,1.3673,0.93,,,,,,,,,,,
gun_16_x3_alt_russia,,406,gun_16_x3_alt,russia,,tsesarevich_gun_305_x3,1.5,1.581,0.75,,dreadnought_gun_305_x3,1.5,1.581,0.75,,ussr_gun_406_x3,0.895,0.94,0.75,,spee_gun_280_x3_a,1.3,1.3673,0.75,45,spee_gun_280_x3_a,1.3,1.3673,0.75,,,,,,,,,,,
gun_17_x2_alt_russia,,432,gun_17_x2_alt,russia,,dreadnought_gun_b_305_x2,1.585,1.655,0.95,,dreadnought_gun_b_305_x2,1.591,1.672,0.95,,yamato_gun_460_x2,0.945,0.99,0.95,,yamato_gun_b_460_x2,0.945,0.99,0.95,45,yamato_gun_b_460_x2,0.945,0.99,0.95,,,,,,,,,,,
gun_17_x3_alt_russia,,432,gun_17_x3_alt,russia,,dreadnought_gun_b_305_x3,1.585,1.655,0.775,,dreadnought_gun_b_305_x3,1.591,1.672,0.775,,yamato_gun_460_x3,0.945,0.99,0.775,,yamato_gun_b_460_x3,0.945,0.99,0.775,45,yamato_gun_b_460_x3,0.945,0.99,0.775,,,,,,,,,,,
gun_18_x2_alt_russia,,457,gun_18_x2_alt,russia,,dreadnought_gun_b_305_x2,1.66,1.73,0.985,,dreadnought_gun_b_305_x2,1.682,1.763,0.985,,yamato_gun_460_x2,0.995,1.04,0.985,,yamato_gun_b_460_x2,0.995,1.04,0.985,45,yamato_gun_b_460_x2,0.995,1.04,0.985,,,,,,,,,,,
gun_18_x3_alt_russia,,457,gun_18_x3_alt,russia,,dreadnought_gun_b_305_x3,1.66,1.73,0.81,,dreadnought_gun_b_305_x3,1.682,1.763,0.81,,yamato_gun_460_x3,0.995,1.04,0.81,,yamato_gun_b_460_x3,0.995,1.04,0.81,45,yamato_gun_b_460_x3,0.995,1.04,0.81,,,,,,,,,,,
gun_19_x2_alt_russia,,483,gun_19_x2_alt,russia,,,,,0.95,,,,,0.95,,,,,0.95,,,,,0.95,,,,,0.95,,,,,,,,,,,
gun_19_x3_alt_russia,,483,gun_19_x3_alt,russia,,,,,0.78,,,,,0.78,,,,,0.78,,,,,0.78,,,,,0.78,,,,,,,,,,,
gun_20_x2_alt_russia,,508,gun_20_x2_alt,russia,,,,,0.85,,,,,0.85,,,,,0.85,,,,,0.85,,,,,0.85,,,,,,,,,,,
gun_20_x3_alt_russia,,508,gun_20_x3_alt,russia,,,,,0.7,,,,,0.7,,,,,0.7,,,,,0.7,,,,,0.7,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_alt_austria,,51,gun_2_x1_alt,austria,,,,,0.92,50,,,,0.92,50,,,,0.92,55,,,,0.92,55,,,,0.92,60,,,,,,,,,,
gun_2_x2_alt_austria,,51,gun_2_x2_alt,austria,,,,,0.7,50,,,,0.7,50,,,,0.7,55,,,,0.7,55,,,,0.7,60,,,,,,,,,,
gun_2_x3_alt_austria,,51,gun_2_x3_alt,austria,,,,,0.55,50,,,,0.55,50,,,,0.55,55,,,,0.55,55,,,,0.55,60,,,,,,,,,,
gun_2_x4_alt_austria,,51,gun_2_x4_alt,austria,,,,,0.5,50,,,,0.5,50,,,,0.5,55,,,,0.5,55,,,,0.5,60,,,,,,,,,,
gun_3_x1_alt_austria,,76,gun_3_x1_alt,austria,,,,,1,45,,,,1,50,spee_gun_150_x1,0.732,0.858,1,55,bismarck_gun_105_x1,0.732,0.858,1,55,bismarck_gun_105_x1,0.732,0.858,1,55,,,,,,,,,,
gun_3_x2_alt_austria,,76,gun_3_x2_alt,austria,,,,,1.08,45,,,,1.08,50,spee_gun_150_x2,0.732,0.858,1.08,55,bismarck_gun_105_x2,0.732,0.858,1.08,55,bismarck_gun_105_x2,0.732,0.858,1.08,55,,,,,,,,,,
gun_3_x3_alt_austria,,76,gun_3_x3_alt,austria,,,,,0.83,45,,,,0.83,50,spee_gun_150_x3,0.732,0.858,0.83,55,bismarck_gun_105_x3,0.732,0.858,0.83,55,bismarck_gun_105_x3,0.732,0.858,0.83,55,,,,,,,,,,
gun_3_x4_alt_austria,,76,gun_3_x4_alt,austria,,,,,0.74,45,,,,0.74,50,,,,0.74,55,,,,0.74,55,,,,0.74,55,,,,,,,,,,
gun_4_x1_alt_austria,,102,gun_4_x1_alt,austria,,,,,1.1,45,vdt_gun_200_x1,0.7632,0.8632,1.1,50,spee_gun_150_x1,0.868,0.994,1.1,55,bismarck_gun_105_x1,0.868,0.994,1.1,55,bismarck_gun_105_x1,0.868,0.994,1.1,55,,,,,,,,,,
gun_4_x2_alt_austria,,102,gun_4_x2_alt,austria,,,,,1.28,45,vdt_gun_200_x2,0.7632,0.8632,1.28,50,spee_gun_150_x2,0.868,0.994,1.28,55,bismarck_gun_105_x2,0.868,0.994,1.28,55,bismarck_gun_105_x2,0.868,0.994,1.28,55,,,,,,,,,,
gun_4_x3_alt_austria,,102,gun_4_x3_alt,austria,,,,,1,45,,,,1,50,spee_gun_150_x3,0.868,0.994,1,55,bismarck_gun_105_x3,0.868,0.994,1,55,bismarck_gun_105_x3,0.868,0.994,1,55,,,,,,,,,,
gun_5_x1_alt_austria,,127,gun_5_x1_alt,austria,,,,,0.85,45,vdt_gun_200_x1,0.8746,0.9746,0.85,50,spee_gun_150_x1,1.004,1.13,0.85,55,,,,0.85,55,,,,0.85,55,,,,,,,,,,
gun_5_x2_alt_austria,,127,gun_5_x2_alt,austria,,,,,0.95,45,vdt_gun_200_x2,0.8746,0.9746,0.95,50,spee_gun_150_x2,1.004,1.13,0.95,55,de_Ruyter_gun_150_x2,0.8005,0.935,0.95,55,de_Ruyter_gun_150_x2,0.8005,0.935,0.95,55,,,,,,,,,,
gun_5_x3_alt_austria,,127,gun_5_x3_alt,austria,,,,,0.75,45,,,,0.75,50,spee_gun_150_x3,1.004,1.13,0.75,55,de_Ruyter_gun_150_x3,0.8005,0.935,0.75,55,de_Ruyter_gun_150_x3,0.8005,0.935,0.75,55,,,,,,,,,,
gun_6_x1_alt_austria,,151,gun_6_x1_alt,austria,,,,,0.75,45,vdt_gun_200_x1,0.986,1.086,0.75,,,,,0.75,50,,,,0.75,50,,,,0.75,,,,,,,,,,,
gun_6_x2_alt_austria,,152,gun_6_x2_alt,austria,,friedrich_gun_228_x2,0.643,0.7212,0.86,45,vdt_gun_200_x2,0.986,1.086,0.86,,nelson_gun_b_152_x2,0.955,1.0895,0.86,50,bismarck_gun_b_150_x2,0.955,1.0895,0.86,50,bismarck_gun_b_150_x2,0.955,1.0895,0.86,,,,,,,,,,,
gun_6_x3_alt_austria,,152,gun_6_x3_alt,austria,,friedrich_gun_228_x3,0.643,0.7212,0.66,45,,,,0.66,,bismarck_gun_b_150_x3,0.955,1.0895,0.66,50,bismarck_gun_b_150_x3,0.955,1.0895,0.66,50,bismarck_gun_b_150_x3,0.955,1.0895,0.66,,,,,,,,,,,
gun_7_x2_alt_austria,,178,gun_7_x2_alt,austria,,friedrich_gun_228_x2,0.7312,0.8094,0.9,45,vdt_gun_200_x2,1.0974,1.1974,0.9,,nelson_gun_b_152_x2,1.1095,1.244,0.9,50,bismarck_gun_b_150_x2,1.1095,1.244,0.9,50,bismarck_gun_b_150_x2,1.1095,1.244,0.9,,,,,,,,,,,
gun_7_x3_alt_austria,,178,gun_7_x3_alt,austria,,friedrich_gun_228_x3,0.7312,0.8094,0.705,45,,,,0.705,,bismarck_gun_b_150_x3,1.1095,1.244,0.705,50,bismarck_gun_b_150_x3,1.1095,1.244,0.705,50,bismarck_gun_b_150_x3,1.1095,1.244,0.705,,,,,,,,,,,
gun_8_x2_alt_austria,,203,gun_8_x2_alt,austria,,friedrich_gun_228_x2,0.8194,0.8976,0.88,45,vdt_gun_200_x2,1.2088,1.3088,0.88,,nelson_gun_b_152_x2,1.264,1.3985,0.88,50,bismarck_gun_b_150_x2,1.264,1.3985,0.88,50,bismarck_gun_b_150_x2,1.264,1.3985,0.88,,,,,,,,,,,
gun_8_x3_alt_austria,,203,gun_8_x3_alt,austria,,friedrich_gun_228_x3,0.8194,0.8976,0.69,45,,,,0.69,,bismarck_gun_b_150_x3,1.264,1.3985,0.69,50,bismarck_gun_b_150_x3,1.264,1.3985,0.69,50,bismarck_gun_b_150_x3,1.264,1.3985,0.69,,,,,,,,,,,
gun_9_x2_alt_austria,,229,gun_9_x2_alt,austria,,friedrich_gun_228_x2,0.9076,0.9858,0.82,,dido_gun_cal200_x2,0.987,1.086,0.82,,vdt_gun_280_x2,0.8513,0.9304,0.82,,spee_gun_var_280_x2,0.7589,0.8262,0.82,50,spee_gun_var_280_x2,0.7589,0.8262,0.82,,,,,,,,,,,
gun_9_x3_alt_austria,,229,gun_9_x3_alt,austria,,friedrich_gun_228_x3,0.9076,0.9858,0.64,,dido_gun_cal200_x3,0.987,1.086,0.64,,vdt_gun_280_x3,0.8513,0.9304,0.64,,spee_gun_var_280_x3,0.7589,0.8262,0.64,50,spee_gun_var_280_x3,0.7589,0.8262,0.64,,,,,,,,,,,
gun_10_x2_alt_austria,,254,gun_10_x2_alt,austria,,brandenburg_gun_279_x2,0.979,1.06,0.9,,dido_gun_cal200_x2,1.096,1.195,0.9,,vdt_gun_280_x2,0.9404,1.0195,0.9,,spee_gun_var_280_x2,0.8362,0.9035,0.9,50,spee_gun_var_280_x2,0.8362,0.9035,0.9,,,,,,,,,,,
gun_10_x3_alt_austria,,254,gun_10_x3_alt,austria,,brandenburg_gun_279_x3,0.979,1.06,0.68,,dido_gun_cal200_x3,1.096,1.195,0.68,,vdt_gun_280_x3,0.9404,1.0195,0.68,,spee_gun_var_280_x3,0.8362,0.9035,0.68,50,spee_gun_var_280_x3,0.8362,0.9035,0.68,,,,,,,,,,,
gun_11_x2_alt_austria,,279,gun_11_x2_alt,austria,,brandenburg_gun_279_x2,1.07,1.151,0.82,,dido_gun_cal200_x2,1.205,1.304,0.82,,vdt_gun_280_x2,1.0295,1.1086,0.82,,spee_gun_var_280_x2,0.9135,0.9808,0.82,50,spee_gun_var_280_x2,0.9135,0.9808,0.82,,,,,,,,,,,
gun_11_x3_alt_austria,,279,gun_11_x3_alt,austria,,brandenburg_gun_279_x3,1.07,1.151,0.66,,dido_gun_cal200_x3,1.205,1.304,0.66,,vdt_gun_280_x3,1.0295,1.1086,0.66,,spee_gun_var_280_x3,0.9135,0.9808,0.66,50,spee_gun_var_280_x3,0.9135,0.9808,0.66,,,,,,,,,,,
gun_12_x2_alt_austria,,305,gun_12_x2_alt,austria,,brandenburg_gun_279_x2,1.161,1.242,0.82,,teg_gun_305_x2,1.1186,1.1977,0.82,,teg_gun_305_x2,1.1186,1.1977,0.82,,spee_gun_var_280_x2,0.9908,1.0581,0.82,45,spee_gun_var_280_x2,0.9908,1.0581,0.82,,,,,,,,,,,
gun_12_x3_alt_austria,,305,gun_12_x3_alt,austria,,brandenburg_gun_279_x3,1.161,1.242,0.66,,teg_gun_305_x3,1.1186,1.1977,0.66,,teg_gun_305_x3,1.1186,1.1977,0.66,,spee_gun_var_280_x3,0.9908,1.0581,0.66,45,spee_gun_var_280_x3,0.9908,1.0581,0.66,,,,,,,,,,,
gun_13_x2_alt_austria,,330,gun_13_x2_alt,austria,,friedrich_gun_305_x2,1.2161,1.2924,0.88,,teg_gun_305_x2,1.2077,1.2868,0.88,,teg_gun_305_x2,1.2077,1.2868,0.88,,spee_gun_var_280_x2,1.0681,1.1354,0.88,45,spee_gun_var_280_x2,1.0681,1.1354,0.88,,,,,,,,,,,
gun_13_x3_alt_austria,,330,gun_13_x3_alt,austria,,friedrich_gun_305_x3,1.2161,1.2924,0.705,,teg_gun_305_x3,1.2077,1.2868,0.705,,teg_gun_305_x3,1.2077,1.2868,0.705,,spee_gun_var_280_x3,1.0681,1.1354,0.705,45,spee_gun_var_280_x3,1.0681,1.1354,0.705,,,,,,,,,,,
gun_14_x2_alt_austria,,356,gun_14_x2_alt,austria,,friedrich_gun_305_x2,1.3024,1.3787,0.88,,teg_gun_305_x2,1.2968,1.3759,0.88,,teg_gun_305_x2,1.2968,1.3759,0.88,,spee_gun_var_280_x2,1.1454,1.2127,0.88,45,spee_gun_var_280_x2,1.1454,1.2127,0.88,,,,,,,,,,,
gun_14_x3_alt_austria,,356,gun_14_x3_alt,austria,,friedrich_gun_305_x3,1.3024,1.3787,0.705,,teg_gun_305_x3,1.2968,1.3759,0.705,,teg_gun_305_x3,1.2968,1.3759,0.705,,spee_gun_var_280_x3,1.1454,1.2127,0.705,45,spee_gun_var_280_x3,1.1454,1.2127,0.705,,,,,,,,,,,
gun_15_x2_alt_austria,,381,gun_15_x2_alt,austria,,friedrich_gun_305_x2,1.3887,1.465,0.9,,teg_gun_305_x2,1.3859,1.465,0.9,,teg_gun_305_x2,1.3859,1.465,0.9,,spee_gun_var_280_x2,1.2227,1.29,0.9,45,spee_gun_var_280_x2,1.2227,1.29,0.9,,,,,,,,,,,
gun_15_x3_alt_austria,,381,gun_15_x3_alt,austria,,friedrich_gun_305_x3,1.3887,1.465,0.72,,teg_gun_305_x3,1.3859,1.465,0.72,,teg_gun_305_x3,1.3859,1.465,0.72,,spee_gun_var_280_x3,1.2227,1.29,0.72,45,spee_gun_var_280_x3,1.2227,1.29,0.72,,,,,,,,,,,
gun_16_x2_alt_austria,,406,gun_16_x2_alt,austria,,friedrich_gun_305_x2,1.475,1.5513,0.93,,teg_gun_305_x2,1.475,1.5541,0.93,,teg_gun_305_x2,1.475,1.5541,0.93,,spee_gun_var_280_x2,1.3,1.3673,0.93,45,spee_gun_var_280_x2,1.3,1.3673,0.93,,,,,,,,,,,
gun_16_x3_alt_austria,,406,gun_16_x3_alt,austria,,friedrich_gun_305_x3,1.475,1.5513,0.75,,teg_gun_305_x3,1.475,1.5541,0.75,,teg_gun_305_x3,1.475,1.5541,0.75,,spee_gun_var_280_x3,1.3,1.3673,0.75,45,spee_gun_var_280_x3,1.3,1.3673,0.75,,,,,,,,,,,
gun_17_x2_alt_austria,,432,gun_17_x2_alt,austria,,vdt_gun_280_x2,1.5641,1.6432,0.95,,spee_gun_var_280_x2,1.3773,1.4446,0.95,,spee_gun_var_280_x2,1.3773,1.4446,0.95,,spee_gun_var_280_x2,1.3773,1.4446,0.95,45,spee_gun_var_280_x2,1.3773,1.4446,0.95,,,,,,,,,,,
gun_17_x3_alt_austria,,432,gun_17_x3_alt,austria,,vdt_gun_280_x3,1.5641,1.6432,0.775,,spee_gun_var_280_x3,1.3773,1.4446,0.775,,spee_gun_var_280_x3,1.3773,1.4446,0.775,,spee_gun_var_280_x3,1.3773,1.4446,0.775,45,spee_gun_var_280_x3,1.3773,1.4446,0.775,,,,,,,,,,,
gun_18_x2_alt_austria,,457,gun_18_x2_alt,austria,,vdt_gun_280_x2,1.6532,1.7323,0.985,,spee_gun_var_280_x2,1.4546,1.5219,0.985,,spee_gun_var_280_x2,1.4546,1.5219,0.985,,spee_gun_var_280_x2,1.4546,1.5219,0.985,45,spee_gun_var_280_x2,1.4546,1.5219,0.985,,,,,,,,,,,
gun_18_x3_alt_austria,,457,gun_18_x3_alt,austria,,vdt_gun_280_x3,1.6532,1.7323,0.81,,spee_gun_var_280_x3,1.4546,1.5219,0.81,,spee_gun_var_280_x3,1.4546,1.5219,0.81,,spee_gun_var_280_x3,1.4546,1.5219,0.81,45,spee_gun_var_280_x3,1.4546,1.5219,0.81,,,,,,,,,,,
gun_19_x2_alt_austria,,483,gun_19_x2_alt,austria,,,,,0.95,,,,,0.95,,,,,0.95,,,,,0.95,,,,,0.95,,,,,,,,,,,
gun_19_x3_alt_austria,,483,gun_19_x3_alt,austria,,,,,0.78,,,,,0.78,,,,,0.78,,,,,0.78,,,,,0.78,,,,,,,,,,,
gun_20_x2_alt_austria,,508,gun_20_x2_alt,austria,,,,,0.85,,,,,0.85,,,,,0.85,,,,,0.85,,,,,0.85,,,,,,,,,,,
gun_20_x3_alt_austria,,508,gun_20_x3_alt,austria,,,,,0.7,,,,,0.7,,,,,0.7,,,,,0.7,,,,,0.7,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_alt_china,,51,gun_2_x1_alt,china,,,,,0.92,50,,,,0.92,50,,,,0.92,55,,,,0.92,55,,,,0.92,60,,,,,,,,,,
gun_2_x2_alt_china,,51,gun_2_x2_alt,china,,,,,0.7,50,,,,0.7,50,,,,0.7,55,,,,0.7,55,,,,0.7,60,,,,,,,,,,
gun_2_x3_alt_china,,51,gun_2_x3_alt,china,,,,,0.55,50,,,,0.55,50,,,,0.55,55,,,,0.55,55,,,,0.55,60,,,,,,,,,,
gun_2_x4_alt_china,,51,gun_2_x4_alt,china,,,,,0.5,50,,,,0.5,50,,,,0.5,55,,,,0.5,55,,,,0.5,60,,,,,,,,,,
gun_3_x1_alt_china_dd,,76,gun_3_x1_alt,china,"dd, tb",,,,1,45,,,,1,50,,,,1,55,,,,1,55,,,,1,55,,,,,,,,,,
gun_3_x2_alt_china_dd,,76,gun_3_x2_alt,china,"dd, tb",maine_gun_152_x2,0.718,0.912,1.08,45,pen_gun_127_x2,0.815,1.04,1.08,50,dreadnought_gun_178_x2,0.732,0.858,1.08,55,tribal_gun_100b_x2,1.1,1.19,1.08,55,tribal_gun_100b_x2,1.1,1.19,1.08,55,,,,,,,,,,
gun_3_x3_alt_china_dd,,76,gun_3_x3_alt,china,"dd, tb",maine_gun_152_x3,0.718,0.912,0.83,45,pen_gun_127_x3,0.815,1.04,0.83,50,dreadnought_gun_178_x3,0.732,0.858,0.83,55,ussr_gun_50_x3,0.4915,0.626,0.83,55,ussr_gun_50_x3,0.4915,0.626,0.83,55,,,,,,,,,,
gun_3_x4_alt_china_dd,,76,gun_3_x4_alt,china,"dd, tb",,,,0.74,45,,,,0.74,50,,,,0.74,55,,,,0.74,55,,,,0.74,55,,,,,,,,,,
gun_3_x1_alt_china,,76,gun_3_x1_alt,china,"cl, ca, bb, bc",,,,1,45,,,,1,50,,,,1,55,,,,1,55,,,,1,55,,,,,,,,,,
gun_3_x2_alt_china,,76,gun_3_x2_alt,china,"cl, ca, bb, bc",maine_gun_152_x2,0.718,0.912,1.08,45,pen_gun_127_x2,0.815,1.04,1.08,50,dreadnought_gun_178_x2,0.732,0.858,1.08,55,,,,1.08,55,,,,1.08,55,,,,,,,,,,
gun_3_x3_alt_china,,76,gun_3_x3_alt,china,"cl, ca, bb, bc",maine_gun_152_x3,0.718,0.912,0.83,45,pen_gun_127_x3,0.815,1.04,0.83,50,dreadnought_gun_178_x3,0.732,0.858,0.83,55,,,,0.83,55,,,,0.83,55,,,,,,,,,,
gun_3_x4_alt_china,,76,gun_3_x4_alt,china,"cl, ca, bb, bc",,,,0.74,45,,,,0.74,50,,,,0.74,55,bofors_gun_40_x6,0.732,0.858,0.74,55,bofors_gun_40_x6,0.732,0.858,0.74,55,,,,,,,,,,
gun_4_x1_alt_china_dd,,102,gun_4_x1_alt,china,"dd, tb",,,,1.1,45,,,,1.1,50,,,,1.1,55,daring_gun_114_x1,0.9,0.99,1.1,55,daring_gun_114_x1,0.9,0.99,1.1,55,,,,,,,,,,
gun_4_x2_alt_china_dd,,102,gun_4_x2_alt,china,"dd, tb",maine_gun_152_x2,0.932,1.126,1.28,45,pen_gun_127_x2,1.06,1.285,1.28,50,dreadnought_gun_178_x2,0.868,0.994,1.28,55,daring_gun_114_x2,1,1.09,1.28,55,daring_gun_114_x2,1,1.09,1.28,55,,,,,,,,,,
gun_4_x3_alt_china_dd,,102,gun_4_x3_alt,china,"dd, tb",maine_gun_152_x3,0.932,1.126,1,45,pen_gun_127_x3,1.06,1.285,1,50,dreadnought_gun_178_x3,0.868,0.994,1,55,daring_gun_114_x3,1.1,1.19,1,55,daring_gun_114_x3,1.1,1.19,1,55,,,,,,,,,,
gun_4_x1_alt_china,,102,gun_4_x1_alt,china,"cl, ca, bb, bc",,,,1.1,45,,,,1.1,50,,,,1.1,55,,,,1.1,55,,,,1.1,55,,,,,,,,,,
gun_4_x2_alt_china,,102,gun_4_x2_alt,china,"cl, ca, bb, bc",maine_gun_152_x2,0.932,1.126,1.28,45,pen_gun_127_x2,1.06,1.285,1.28,50,dreadnought_gun_178_x2,0.868,0.994,1.28,55,qe_gun_114_x2,0.868,0.994,1.28,55,qe_gun_114_x2,0.868,0.994,1.28,55,,,,,,,,,,
gun_4_x3_alt_china,,102,gun_4_x3_alt,china,"cl, ca, bb, bc",maine_gun_152_x3,0.932,1.126,1,45,pen_gun_127_x3,1.06,1.285,1,50,dreadnought_gun_178_x3,0.868,0.994,1,55,qe_gun_114_x3,0.868,0.994,1,55,qe_gun_114_x3,0.868,0.994,1,55,,,,,,,,,,
gun_5_x1_alt_china,,127,gun_5_x1_alt,china,,,,,0.85,45,,,,0.85,50,,,,0.85,55,vw_gun_120_x1,1.1,1.2,0.85,55,vw_gun_120_x1,1.1,1.2,0.85,55,,,,,,,,,,
gun_5_x2_alt_china,,127,gun_5_x2_alt,china,,maine_gun_152_x2,1.146,1.34,0.95,45,maine_gun_230_x2,0.868,0.994,0.95,50,dreadnought_gun_178_x2,1.004,1.13,0.95,55,qe_gun_114_x2,1.004,1.13,0.95,55,qe_gun_114_x2,1.004,1.13,0.95,55,,,,,,,,,,
gun_5_x3_alt_china,,127,gun_5_x3_alt,china,,maine_gun_152_x3,1.146,1.34,0.75,45,maine_gun_230_x3,0.868,0.994,0.75,50,dreadnought_gun_178_x3,1.004,1.13,0.75,55,qe_gun_114_x3,1.004,1.13,0.75,55,qe_gun_114_x3,1.004,1.13,0.75,55,,,,,,,,,,
gun_6_x1_alt_china,,151,gun_6_x1_alt,china,,,,,0.75,45,,,,0.75,,,,,0.75,50,,,,0.75,50,,,,0.75,,,,,,,,,,,
gun_6_x2_alt_china,,152,gun_6_x2_alt,china,,maine_gun_254_x2_a,0.65,0.745,0.86,45,maine_gun_230_x2,1.004,1.13,0.86,,dreadnought_gun_178_x2,1.14,1.266,0.86,50,vanguard_gun_133_x2,1.14,1.266,0.86,50,vanguard_gun_133_x2,0.955,1.0895,0.86,,,,,,,,,,,
gun_6_x3_alt_china,,152,gun_6_x3_alt,china,,maine_gun_254_x3_a,0.65,0.745,0.66,45,maine_gun_230_x3,1.004,1.13,0.66,,dreadnought_gun_178_x3,1.14,1.266,0.66,50,vanguard_gun_133_x3,1.14,1.266,0.66,50,vanguard_gun_133_x3,0.955,1.0895,0.66,,,,,,,,,,,
gun_7_x2_alt_china,,178,gun_7_x2_alt,china,,maine_gun_254_x2_a,0.755,0.85,0.9,45,maine_gun_254_x2_b,0.793,0.906,0.9,,mont_gun_152b_x2,1.057,1.167,0.9,50,mont_gun_152b_x2,1.057,1.167,0.9,50,iowa_gun_406_x2,0.445,0.49,0.9,,,,,,,,,,,
gun_7_x3_alt_china,,178,gun_7_x3_alt,china,,maine_gun_254_x3_a,0.755,0.85,0.705,45,maine_gun_254_x3_b,0.793,0.906,0.705,,mont_gun_152b_x3,1.057,1.167,0.705,50,mont_gun_152b_x3,1.057,1.167,0.705,50,iowa_gun_406_x3,0.445,0.49,0.705,,,,,,,,,,,
gun_8_x2_alt_china,,203,gun_8_x2_alt,china,,maine_gun_254_x2_a,0.86,0.955,0.88,45,maine_gun_254_x2_b,0.916,1.029,0.88,,mont_gun_152b_x2,1.184,1.294,0.88,50,mont_gun_152b_x2,1.184,1.294,0.88,50,iowa_gun_406_x2,0.495,0.54,0.88,,,,,,,,,,,
gun_8_x3_alt_china,,203,gun_8_x3_alt,china,,maine_gun_254_x3_a,0.86,0.955,0.69,45,maine_gun_254_x3_b,0.916,1.029,0.69,,mont_gun_152b_x3,1.184,1.294,0.69,50,mont_gun_152b_x3,1.184,1.294,0.69,50,iowa_gun_406_x3,0.495,0.54,0.69,,,,,,,,,,,
gun_9_x2_alt_china,,229,gun_9_x2_alt,china,,maine_gun_254_x2_a,0.965,1.06,0.82,,maine_gun_254_x2_b,1.039,1.152,0.82,,dreadnought_gun_b_305_x2,0.863,0.944,0.82,,ussr_gun_406_x2,0.545,0.59,0.82,50,iowa_gun_406_x2,0.545,0.59,0.82,,,,,,,,,,,
gun_9_x3_alt_china,,229,gun_9_x3_alt,china,,maine_gun_254_x3_a,0.965,1.06,0.64,,maine_gun_254_x3_b,1.039,1.152,0.64,,dreadnought_gun_b_305_x3,0.863,0.944,0.64,,ussr_gun_406_x3,0.545,0.59,0.64,50,iowa_gun_406_x3,0.545,0.59,0.64,,,,,,,,,,,
gun_10_x2_alt_china,,254,gun_10_x2_alt,china,,maine_gun_254_x2_a,1.07,1.165,0.9,,maine_gun_254_x2_b,1.162,1.275,0.9,,dreadnought_gun_b_305_x2,0.954,1.035,0.9,,ussr_gun_406_x2,0.595,0.64,0.9,50,iowa_gun_406_x2,0.595,0.64,0.9,,,,,,,,,,,
gun_10_x3_alt_china,,254,gun_10_x3_alt,china,,maine_gun_254_x3_a,1.07,1.165,0.68,,maine_gun_254_x3_b,1.162,1.275,0.68,,dreadnought_gun_b_305_x3,0.954,1.035,0.68,,ussr_gun_406_x3,0.595,0.64,0.68,50,iowa_gun_406_x3,0.595,0.64,0.68,,,,,,,,,,,
gun_11_x2_alt_china,,279,gun_11_x2_alt,china,,maine_gun_254_x2_a,1.175,1.27,0.82,,maine_gun_254_x2_b,1.285,1.398,0.82,,dreadnought_gun_b_305_x2,1.045,1.126,0.82,,litt_gun_381a_x2,0.759,0.8222,0.82,50,iowa_gun_406_x2,0.645,0.69,0.82,,,,,,,,,,,
