#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_12,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_13,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_14,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_15,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_6_x2_spain_ca,bb,bc",,152,gun_6_x2,spain,"ca, bb, bc",tsesarevich_gun_152_x2,0.955,1.0895,0.86,,,,,0.86,,,,,0.86,,,,,0.86,,,,,0.86,,,,,,,,,,,
"gun_6_x3_spain_ca,bb,bc",,152,gun_6_x3,spain,"ca, bb, bc",tsesarevich_gun_152_x3,0.955,1.0895,0.66,,,,,0.66,,,,,0.66,,,,,0.66,,,,,0.66,,,,,,,,,,,
"gun_6_x4_spain_ca,bb,bc",,152,gun_6_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_7_x1_spain_cl,ca,bb,bc",,178,gun_7_x1,spain,"cl, ca, bb, bc",tsesarevich_gun_152_x1,1.1095,1.244,1.21,,,,,1.21,,,,,1.21,,,,,1.21,,,,,1.21,,,,,,,,,,,
"gun_7_x2_spain_cl,ca,bb,bc",,178,gun_7_x2,spain,"cl, ca, bb, bc",tsesarevich_gun_152_x2,1.1095,1.244,0.9,,,,,0.9,,,,,0.9,,,,,0.9,,,,,0.9,,,,,,,,,,,
"gun_7_x3_spain_cl,ca,bb,bc",,178,gun_7_x3,spain,"cl, ca, bb, bc",tsesarevich_gun_152_x3,1.1095,1.244,0.705,,,,,0.705,,,,,0.705,,,,,0.705,,,,,0.705,,,,,,,,,,,
"gun_7_x4_spain_cl,ca,bb,bc",,178,gun_7_x4,spain,"cl, ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_8_x1_spain_ca,bb,bc",,203,gun_8_x1,spain,"ca, bb, bc",tsesarevich_gun_152_x1,1.264,1.3985,1.17,,,,,1.17,,,,,1.17,,,,,1.17,,,,,1.17,,,,,,,,,,,
"gun_8_x2_spain_ca,bb,bc",,203,gun_8_x2,spain,"ca, bb, bc",tsesarevich_gun_152_x2,1.264,1.3985,0.88,,,,,0.88,,,,,0.88,,,,,0.88,,,,,0.88,,,,,,,,,,,
"gun_8_x3_spain_ca,bb,bc",,203,gun_8_x3,spain,"ca, bb, bc",tsesarevich_gun_152_x3,1.264,1.3985,0.69,,,,,0.69,,,,,0.69,,,,,0.69,,,,,0.69,,,,,,,,,,,
"gun_8_x4_spain_ca,bb,bc",,203,gun_8_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_9_x1_spain_ca,bb,bc",,229,gun_9_x1,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.6125,0.665,,,,,,,,,,,,
"gun_9_x2_spain_ca,bb,bc",,229,gun_9_x2,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.6125,0.665,,,,,,,,,,,,
"gun_9_x3_spain_ca,bb,bc",,229,gun_9_x3,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.6125,0.665,,,,,,,,,,,,
"gun_9_x4_spain_ca,bb,bc",,229,gun_9_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.6125,0.665,,,,,,,,,,,,
"gun_10_x1_spain_ca,bb,bc",,254,gun_10_x1,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.675,0.7275,,,,,,,,,,,,
"gun_10_x2_spain_ca,bb,bc",,254,gun_10_x2,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.675,0.7275,,,,,,,,,,,,
"gun_10_x3_spain_ca,bb,bc",,254,gun_10_x3,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.675,0.7275,,,,,,,,,,,,
"gun_10_x4_spain_ca,bb,bc",,254,gun_10_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.675,0.7275,,,,,,,,,,,,
"gun_11_x1_spain_ca,bb,bc",,279,gun_11_x1,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x1,0.7375,0.79,,,,,,,,,,,,
"gun_11_x2_spain_ca,bb,bc",,279,gun_11_x2,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x2,0.7375,0.79,,,,,,,,,,,,
"gun_11_x3_spain_ca,bb,bc",,279,gun_11_x3,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x3,0.7375,0.79,,,,,,,,,,,,
"gun_11_x4_spain_ca,bb,bc",,279,gun_11_x4,spain,"ca, bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.7375,0.79,,,,,,,,,,,,
"gun_12_x1_spain_bb,bc",,305,gun_12_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.161,1.242,1.07,,,,,1.07,,,,,1.07,,,,,1.07,,kgeorge_gun_380_x1,0.8,0.8525,1.07,,,,,,,,,,,
"gun_12_x2_spain_bb,bc",,305,gun_12_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.161,1.242,0.82,,,,,0.82,,,,,0.82,,,,,0.82,,kgeorge_gun_380_x2,0.8,0.8525,0.82,,,,,,,,,,,
"gun_12_x3_spain_bb,bc",,305,gun_12_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.161,1.242,0.66,,,,,0.66,,,,,0.66,,,,,0.66,,kgeorge_gun_380_x3,0.8,0.8525,0.66,,,,,,,,,,,
"gun_12_x4_spain_bb,bc",,305,gun_12_x4,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.8,0.8525,,,,,,,,,,,,
"gun_13_x1_spain_bb,bc",,330,gun_13_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.252,1.333,1.13,,,,,1.13,,,,,1.13,,,,,1.13,,kgeorge_gun_380_x1,0.8625,0.915,1.13,,,,,,,,,,,
"gun_13_x2_spain_bb,bc",,330,gun_13_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.252,1.333,0.88,,,,,0.88,,,,,0.88,,,,,0.88,,kgeorge_gun_380_x2,0.8625,0.915,0.88,,,,,,,,,,,
"gun_13_x3_spain_bb,bc",,330,gun_13_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.252,1.333,0.705,,,,,0.705,,,,,0.705,,,,,0.705,,kgeorge_gun_380_x3,0.8625,0.915,0.705,,,,,,,,,,,
"gun_13_x4_spain_bb,bc",,330,gun_13_x4,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.8625,0.915,,,,,,,,,,,,
"gun_14_x1_spain_bb,bc",,356,gun_14_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.343,1.424,1.13,,,,,1.13,,,,,1.13,,,,,1.13,,kgeorge_gun_380_x1,0.925,0.9775,1.13,,,,,,,,,,,
"gun_14_x2_spain_bb,bc",,356,gun_14_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.343,1.424,0.88,,,,,0.88,,,,,0.88,,,,,0.88,,kgeorge_gun_380_x2,0.925,0.9775,0.88,,,,,,,,,,,
"gun_14_x3_spain_bb,bc",,356,gun_14_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.343,1.424,0.705,,,,,0.705,,,,,0.705,,,,,0.705,,kgeorge_gun_380_x3,0.925,0.9775,0.705,,,,,,,,,,,
"gun_14_x4_spain_bb,bc",,356,gun_14_x4,spain,"bb, bc",,,,,,,,,,,,,,,,,,,,,kgeorge_gun_380_x4,0.925,0.9775,,,,,,,,,,,,
"gun_15_x1_spain_bb,bc",,381,gun_15_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.434,1.515,1.14,,kgeorge_gun_380_x1,0.9875,1.04,1.14,,kgeorge_gun_380_x1,0.9875,1.04,1.14,,kgeorge_gun_380_x1,0.9875,1.04,1.14,,kgeorge_gun_380_x1,0.9875,1.04,1.14,,,,,,,,,,,
"gun_15_x2_spain_bb,bc",,381,gun_15_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.434,1.515,0.9,,kgeorge_gun_380_x2,0.9875,1.04,0.9,,kgeorge_gun_380_x2,0.9875,1.04,0.9,,kgeorge_gun_380_x2,0.9875,1.04,0.9,,kgeorge_gun_380_x2,0.9875,1.04,0.9,,,,,,,,,,,
"gun_15_x3_spain_bb,bc",,381,gun_15_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.434,1.515,0.72,,kgeorge_gun_380_x3,0.9875,1.04,0.72,,kgeorge_gun_380_x3,0.9875,1.04,0.72,,kgeorge_gun_380_x3,0.9875,1.04,0.72,,kgeorge_gun_380_x3,0.9875,1.04,0.72,,,,,,,,,,,
"gun_15_x4_spain_bb,bc",,381,gun_15_x4,spain,"bb, bc",,,,,,kgeorge_gun_380_x4,0.9875,1.04,,,kgeorge_gun_380_x4,0.9875,1.04,,,kgeorge_gun_380_x4,0.9875,1.04,,,kgeorge_gun_380_x4,0.9875,1.04,,,,,,,,,,,,
"gun_16_x1_spain_bb,bc",,406,gun_16_x1,spain,"bb, bc",brandenburg_gun_279_x1,1.525,1.606,1.15,,kgeorge_gun_380_x1,1.05,1.1025,1.15,,kgeorge_gun_380_x1,1.05,1.1025,1.15,,kgeorge_gun_380_x1,1.05,1.1025,1.15,,kgeorge_gun_380_x1,1.05,1.1025,1.15,,,,,,,,,,,
"gun_16_x2_spain_bb,bc",,406,gun_16_x2,spain,"bb, bc",brandenburg_gun_279_x2,1.525,1.606,0.93,,kgeorge_gun_380_x2,1.05,1.1025,0.93,,kgeorge_gun_380_x2,1.05,1.1025,0.93,,kgeorge_gun_380_x2,1.05,1.1025,0.93,,kgeorge_gun_380_x2,1.05,1.1025,0.93,,,,,,,,,,,
"gun_16_x3_spain_bb,bc",,406,gun_16_x3,spain,"bb, bc",brandenburg_gun_279_x3,1.525,1.606,0.75,,kgeorge_gun_380_x3,1.05,1.1025,0.75,,kgeorge_gun_380_x3,1.05,1.1025,0.75,,kgeorge_gun_380_x3,1.05,1.1025,0.75,,kgeorge_gun_380_x3,1.05,1.1025,0.75,,,,,,,,,,,
"gun_16_x4_spain_bb,bc",,406,gun_16_x4,spain,"bb, bc",,,,,,kgeorge_gun_380_x4,1.05,1.1025,,,kgeorge_gun_380_x4,1.05,1.1025,,,kgeorge_gun_380_x4,1.05,1.1025,,,kgeorge_gun_380_x4,1.05,1.1025,,,,,,,,,,,,
"gun_17_x1_spain_bb,bc",,432,gun_17_x1,spain,"bb, bc",kgeorge_gun_380_x1,1.1125,1.165,1.2,,kgeorge_gun_380_x1,1.1125,1.165,1.2,,kgeorge_gun_380_x1,1.1125,1.165,1.2,,kgeorge_gun_380_x1,1.1125,1.165,1.2,,kgeorge_gun_380_x1,1.1125,1.165,1.2,,,,,,,,,,,
"gun_17_x2_spain_bb,bc",,432,gun_17_x2,spain,"bb, bc",kgeorge_gun_380_x2,1.1125,1.165,0.95,,kgeorge_gun_380_x2,1.1125,1.165,0.95,,kgeorge_gun_380_x2,1.1125,1.165,0.95,,kgeorge_gun_380_x2,1.1125,1.165,0.95,,kgeorge_gun_380_x2,1.1125,1.165,0.95,,,,,,,,,,,
"gun_17_x3_spain_bb,bc",,432,gun_17_x3,spain,"bb, bc",kgeorge_gun_380_x3,1.1125,1.165,0.775,,kgeorge_gun_380_x3,1.1125,1.165,0.775,,kgeorge_gun_380_x3,1.1125,1.165,0.775,,kgeorge_gun_380_x3,1.1125,1.165,0.775,,kgeorge_gun_380_x3,1.1125,1.165,0.775,,,,,,,,,,,
"gun_17_x4_spain_bb,bc",,432,gun_17_x4,spain,"bb, bc",kgeorge_gun_380_x4,1.1125,1.165,0.71,,kgeorge_gun_380_x4,1.1125,1.165,0.71,,kgeorge_gun_380_x4,1.1125,1.165,0.71,,kgeorge_gun_380_x4,1.1125,1.165,0.71,,kgeorge_gun_380_x4,1.1125,1.165,0.71,,,,,,,,,,,
"gun_18_x1_spain_bb,bc",,457,gun_18_x1,spain,"bb, bc",kgeorge_gun_380_x1,1.175,1.2275,1.23,,kgeorge_gun_380_x1,1.175,1.2275,1.23,,kgeorge_gun_380_x1,1.175,1.2275,1.23,,kgeorge_gun_380_x1,1.175,1.2275,1.23,,kgeorge_gun_380_x1,1.175,1.2275,1.23,,,,,,,,,,,
"gun_18_x2_spain_bb,bc",,457,gun_18_x2,spain,"bb, bc",kgeorge_gun_380_x2,1.175,1.2275,0.985,,kgeorge_gun_380_x2,1.175,1.2275,0.985,,kgeorge_gun_380_x2,1.175,1.2275,0.985,,kgeorge_gun_380_x2,1.175,1.2275,0.985,,kgeorge_gun_380_x2,1.175,1.2275,0.985,,,,,,,,,,,
"gun_18_x3_spain_bb,bc",,457,gun_18_x3,spain,"bb, bc",kgeorge_gun_380_x3,1.175,1.2275,0.81,,kgeorge_gun_380_x3,1.175,1.2275,0.81,,kgeorge_gun_380_x3,1.175,1.2275,0.81,,kgeorge_gun_380_x3,1.175,1.2275,0.81,,kgeorge_gun_380_x3,1.175,1.2275,0.81,,,,,,,,,,,
"gun_18_x4_spain_bb,bc",,457,gun_18_x4,spain,"bb, bc",kgeorge_gun_380_x4,1.175,1.2275,0.735,,kgeorge_gun_380_x4,1.175,1.2275,0.735,,kgeorge_gun_380_x4,1.175,1.2275,0.735,,kgeorge_gun_380_x4,1.175,1.2275,0.735,,kgeorge_gun_380_x4,1.175,1.2275,0.735,,,,,,,,,,,
"gun_19_x1_spain_bb,bc",,483,gun_19_x1,spain,"bb, bc",kgeorge_gun_380_x1,1.2375,1.29,1.16,,kgeorge_gun_380_x1,1.2375,1.29,1.16,,kgeorge_gun_380_x1,1.2375,1.29,1.16,,kgeorge_gun_380_x1,1.2375,1.29,1.16,,kgeorge_gun_380_x1,1.2375,1.29,1.16,,,,,,,,,,,
"gun_19_x2_spain_bb,bc",,483,gun_19_x2,spain,"bb, bc",kgeorge_gun_380_x2,1.2375,1.29,0.95,,kgeorge_gun_380_x2,1.2375,1.29,0.95,,kgeorge_gun_380_x2,1.2375,1.29,0.95,,kgeorge_gun_380_x2,1.2375,1.29,0.95,,kgeorge_gun_380_x2,1.2375,1.29,0.95,,,,,,,,,,,
"gun_19_x3_spain_bb,bc",,483,gun_19_x3,spain,"bb, bc",kgeorge_gun_380_x3,1.2375,1.29,0.78,,kgeorge_gun_380_x3,1.2375,1.29,0.78,,kgeorge_gun_380_x3,1.2375,1.29,0.78,,kgeorge_gun_380_x3,1.2375,1.29,0.78,,kgeorge_gun_380_x3,1.2375,1.29,0.78,,,,,,,,,,,
"gun_19_x4_spain_bb,bc",,483,gun_19_x4,spain,"bb, bc",kgeorge_gun_380_x4,1.2375,1.29,0.725,,kgeorge_gun_380_x4,1.2375,1.29,0.725,,kgeorge_gun_380_x4,1.2375,1.29,0.725,,kgeorge_gun_380_x4,1.2375,1.29,0.725,,kgeorge_gun_380_x4,1.2375,1.29,0.725,,,,,,,,,,,
"gun_20_x1_spain_bb,bc",,508,gun_20_x1,spain,"bb, bc",kgeorge_gun_380_x1,1.3,1.3525,1.05,,kgeorge_gun_380_x1,1.3,1.3525,1.05,,kgeorge_gun_380_x1,1.3,1.3525,1.05,,kgeorge_gun_380_x1,1.3,1.3525,1.05,,kgeorge_gun_380_x1,1.3,1.3525,1.05,,,,,,,,,,,
"gun_20_x2_spain_bb,bc",,508,gun_20_x2,spain,"bb, bc",kgeorge_gun_380_x2,1.3,1.3525,0.85,,kgeorge_gun_380_x2,1.3,1.3525,0.85,,kgeorge_gun_380_x2,1.3,1.3525,0.85,,kgeorge_gun_380_x2,1.3,1.3525,0.85,,kgeorge_gun_380_x2,1.3,1.3525,0.85,,,,,,,,,,,
"gun_20_x3_spain_bb,bc",,508,gun_20_x3,spain,"bb, bc",kgeorge_gun_380_x3,1.3,1.3525,0.7,,kgeorge_gun_380_x3,1.3,1.3525,0.7,,kgeorge_gun_380_x3,1.3,1.3525,0.7,,kgeorge_gun_380_x3,1.3,1.3525,0.7,,kgeorge_gun_380_x3,1.3,1.3525,0.7,,,,,,,,,,,
"gun_20_x4_spain_bb,bc",,508,gun_20_x4,spain,"bb, bc",kgeorge_gun_380_x4,1.3,1.3525,0.65,,kgeorge_gun_380_x4,1.3,1.3525,0.65,,kgeorge_gun_380_x4,1.3,1.3525,0.65,,kgeorge_gun_380_x4,1.3,1.3525,0.65,,kgeorge_gun_380_x4,1.3,1.3525,0.65,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_china,,51,gun_2_x1,china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x2_china,,51,gun_2_x2,china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x3_china,,51,gun_2_x3,china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_china,,51,gun_2_x4,china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_china_dd,,76,gun_3_x1,china,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_china_dd,,76,gun_3_x2,china,"dd, tb",maine_gun_152_x2,0.718,0.912,1.08,,pen_gun_127_x2,0.815,1.04,1.08,,dreadnought_gun_178_x2,0.732,0.858,1.08,,ussr_gun_100_x2,0.4915,0.626,1.08,,ussr_gun_152_x2,0.4915,0.626,1.08,,,,,,,,,,,
gun_3_x3_china_dd,,76,gun_3_x3,china,"dd, tb",maine_gun_152_x3,0.718,0.912,0.83,,pen_gun_127_x3,0.815,1.04,0.83,,dreadnought_gun_178_x3,0.732,0.858,0.83,,ussr_gun_100_x3,0.4915,0.626,0.83,,ussr_gun_152_x3,0.4915,0.626,0.83,,,,,,,,,,,
gun_3_x4_china_dd,,76,gun_3_x4,china,"dd, tb",,,,,,,,,,,dreadnought_gun_178_x4,0.732,0.858,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_china_dd,,102,gun_4_x1,china,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_china_dd,,102,gun_4_x2,china,"dd, tb",maine_gun_152_x2,0.932,1.126,1.28,,pen_gun_127_x2,1.06,1.285,1.28,,dreadnought_gun_178_x2,0.868,0.994,1.28,,ussr_gun_100_x2,0.646,0.7805,1.28,,ussr_gun_152_x2,0.646,0.7805,1.28,,,,,,,,,,,
gun_4_x3_china_dd,,102,gun_4_x3,china,"dd, tb",maine_gun_152_x3,0.932,1.126,1,,pen_gun_127_x3,1.06,1.285,1,,dreadnought_gun_178_x3,0.868,0.994,1,,ussr_gun_100_x3,0.646,0.7805,1,,ussr_gun_152_x3,0.646,0.7805,1,,,,,,,,,,,
gun_4_x4_china_dd,,102,gun_4_x4,china,"dd, tb",,,,,,,,,,,dreadnought_gun_178_x4,0.868,0.994,,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_china_dd,,127,gun_5_x1,china,"dd, tb",,,,,,,,,,,,,,,,ussr_gun_100_x1,0.8005,0.935,,,ussr_gun_152_x1,0.8005,0.935,,,,,,,,,,,,
gun_5_x2_china_dd,,127,gun_5_x2,china,"dd, tb",maine_gun_152_x2,1.146,1.34,0.95,,maine_gun_230_x2,0.868,0.994,0.95,,dreadnought_gun_178_x2,1.004,1.13,0.95,,ussr_gun_100_x2,0.8005,0.935,0.95,,ussr_gun_152_x2,0.8005,0.935,0.95,,,,,,,,,,,
gun_5_x3_china_dd,,127,gun_5_x3,china,"dd, tb",maine_gun_152_x3,1.146,1.34,0.75,,maine_gun_230_x3,0.868,0.994,0.75,,dreadnought_gun_178_x3,1.004,1.13,0.75,,ussr_gun_100_x3,0.8005,0.935,0.75,,ussr_gun_152_x3,0.8005,0.935,0.75,,,,,,,,,,,
gun_5_x4_china_dd,,127,gun_5_x4,china,"dd, tb",,,,,,,,,,,dreadnought_gun_178_x4,1.004,1.13,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_china_cl,,76,gun_3_x1,china,cl,maine_gun_152_x1,0.718,0.912,1.45,,pen_gun_127_x1,0.815,1.04,1.45,,,,,1.45,,,,,1.45,,,,,1.45,,,,,,,,,,,
gun_3_x2_china_cl,,76,gun_3_x2,china,cl,maine_gun_152_x2,0.718,0.912,1.08,,pen_gun_127_x2,0.815,1.04,1.08,,dreadnought_gun_178_x2,0.732,0.858,1.08,,dreadnought_gun_178_x2,0.732,0.858,1.08,,ussr_gun_152_x2,0.4915,0.626,1.08,,,,,,,,,,,
gun_3_x3_china_cl,,76,gun_3_x3,china,cl,maine_gun_152_x3,0.718,0.912,0.83,,pen_gun_127_x3,0.815,1.04,0.83,,dreadnought_gun_178_x3,0.732,0.858,0.83,,dreadnought_gun_178_x3,0.732,0.858,0.83,,ussr_gun_152_x3,0.4915,0.626,0.83,,,,,,,,,,,
gun_3_x4_china_cl,,76,gun_3_x4,china,cl,,,,,,,,,,,dreadnought_gun_178_x4,0.732,0.858,,,dreadnought_gun_178_x4,0.732,0.858,,,bismarck_gun_150_x4,0.337,0.4715,,,,,,,,,,,,
gun_4_x1_china_cl,,102,gun_4_x1,china,cl,maine_gun_152_x1,0.932,1.126,1.7,,pen_gun_127_x1,1.06,1.285,1.7,,,,,1.7,,,,,1.7,,,,,1.7,,,,,,,,,,,
gun_4_x2_china_cl,,102,gun_4_x2,china,cl,maine_gun_152_x2,0.932,1.126,1.28,,pen_gun_127_x2,1.06,1.285,1.28,,dreadnought_gun_178_x2,0.868,0.994,1.28,,dreadnought_gun_178_x2,0.868,0.994,1.28,,ussr_gun_152_x2,0.646,0.7805,1.28,,,,,,,,,,,
gun_4_x3_china_cl,,102,gun_4_x3,china,cl,maine_gun_152_x3,0.932,1.126,1,,pen_gun_127_x3,1.06,1.285,1,,dreadnought_gun_178_x3,0.868,0.994,1,,dreadnought_gun_178_x3,0.868,0.994,1,,ussr_gun_152_x3,0.646,0.7805,1,,,,,,,,,,,
gun_4_x4_china_cl,,102,gun_4_x4,china,cl,,,,,,,,,,,dreadnought_gun_178_x4,0.868,0.994,,,dreadnought_gun_178_x4,0.868,0.994,,,bismarck_gun_150_x4,0.4915,0.626,,,,,,,,,,,,
gun_5_x1_china_cl,,127,gun_5_x1,china,cl,maine_gun_152_x1,1.146,1.34,1.25,,,,,1.25,,,,,1.25,,,,,1.25,,,,,1.25,,,,,,,,,,,
gun_5_x2_china_cl,,127,gun_5_x2,china,cl,maine_gun_152_x2,1.146,1.34,0.95,,maine_gun_230_x2,0.868,0.994,0.95,,dreadnought_gun_178_x2,1.004,1.13,0.95,,dreadnought_gun_178_x2,1.004,1.13,0.95,,ussr_gun_152_x2,0.8005,0.935,0.95,,,,,,,,,,,
gun_5_x3_china_cl,,127,gun_5_x3,china,cl,maine_gun_152_x3,1.146,1.34,0.75,,maine_gun_230_x3,0.868,0.994,0.75,,dreadnought_gun_178_x3,1.004,1.13,0.75,,dreadnought_gun_178_x3,1.004,1.13,0.75,,ussr_gun_152_x3,0.8005,0.935,0.75,,,,,,,,,,,
gun_5_x4_china_cl,,127,gun_5_x4,china,cl,,,,,,,,,,,dreadnought_gun_178_x4,1.004,1.13,,,dreadnought_gun_178_x4,1.004,1.13,,,bismarck_gun_150_x4,0.646,0.7805,,,,,,,,,,,,
gun_6_x1_china_cl,,152,gun_6_x1,china,cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_6_x2_china_cl,,152,gun_6_x2,china,cl,maine_gun_254_x2_a,0.65,0.745,0.86,,maine_gun_230_x2,1.004,1.13,0.86,,dreadnought_gun_178_x2,1.14,1.266,0.86,,dreadnought_gun_178_x2,1.14,1.266,0.86,,ussr_gun_152_x2,0.955,1.0895,0.86,,,,,,,,,,,
gun_6_x3_china_cl,,152,gun_6_x3,china,cl,maine_gun_254_x3_a,0.65,0.745,0.66,,maine_gun_230_x3,1.004,1.13,0.66,,dreadnought_gun_178_x3,1.14,1.266,0.66,,dreadnought_gun_178_x3,1.14,1.266,0.66,,ussr_gun_152_x3,0.955,1.0895,0.66,,,,,,,,,,,
gun_6_x4_china_cl,,152,gun_6_x4,china,cl,,,,,,,,,,,dreadnought_gun_178_x4,1.14,1.266,,,dreadnought_gun_178_x4,1.14,1.266,,,bismarck_gun_150_x4,0.8005,0.935,,,,,,,,,,,,
"gun_3_x1_china_ca,bb,bc",,76,gun_3_x1,china,"ca, bb, bc",maine_gun_152_x1,0.718,0.912,1.45,,pen_gun_127_x1,0.815,1.04,1.45,,,,,1.45,,,,,1.45,,,,,1.45,,,,,,,,,,,
"gun_3_x2_china_ca,bb,bc",,76,gun_3_x2,china,"ca, bb, bc",maine_gun_152_x2,0.718,0.912,1.08,,pen_gun_127_x2,0.815,1.04,1.08,,dreadnought_gun_178_x2,0.732,0.858,1.08,,dreadnought_gun_178_x2,0.732,0.858,1.08,,ussr_gun_152_x2,0.4915,0.626,1.08,,,,,,,,,,,
"gun_3_x3_china_ca,bb,bc",,76,gun_3_x3,china,"ca, bb, bc",maine_gun_152_x3,0.718,0.912,0.83,,pen_gun_127_x3,0.815,1.04,0.83,,dreadnought_gun_178_x3,0.732,0.858,0.83,,dreadnought_gun_178_x3,0.732,0.858,0.83,,ussr_gun_152_x3,0.4915,0.626,0.83,,,,,,,,,,,
"gun_3_x4_china_ca,bb,bc",,76,gun_3_x4,china,"ca, bb, bc",,,,,,,,,,,dreadnought_gun_178_x4,0.732,0.858,,,dreadnought_gun_178_x4,0.732,0.858,,,bismarck_gun_150_x4,0.337,0.4715,,,,,,,,,,,,
"gun_4_x1_china_ca,bb,bc",,102,gun_4_x1,china,"ca, bb, bc",maine_gun_152_x1,0.932,1.126,1.7,,pen_gun_127_x1,1.06,1.285,1.7,,,,,1.7,,,,,1.7,,,,,1.7,,,,,,,,,,,
"gun_4_x2_china_ca,bb,bc",,102,gun_4_x2,china,"ca, bb, bc",maine_gun_152_x2,0.932,1.126,1.28,,pen_gun_127_x2,1.06,1.285,1.28,,dreadnought_gun_178_x2,0.868,0.994,1.28,,dreadnought_gun_178_x2,0.868,0.994,1.28,,ussr_gun_152_x2,0.646,0.7805,1.28,,,,,,,,,,,
"gun_4_x3_china_ca,bb,bc",,102,gun_4_x3,china,"ca, bb, bc",maine_gun_152_x3,0.932,1.126,1,,pen_gun_127_x3,1.06,1.285,1,,dreadnought_gun_178_x3,0.868,0.994,1,,dreadnought_gun_178_x3,0.868,0.994,1,,ussr_gun_152_x3,0.646,0.7805,1,,,,,,,,,,,
"gun_4_x4_china_ca,bb,bc",,102,gun_4_x4,china,"ca, bb, bc",,,,,,,,,,,dreadnought_gun_178_x4,0.868,0.994,,,dreadnought_gun_178_x4,0.868,0.994,,,bismarck_gun_150_x4,0.4915,0.626,,,,,,,,,,,,
"gun_5_x1_china_ca,bb,bc",,127,gun_5_x1,china,"ca, bb, bc",maine_gun_152_x1,1.146,1.34,1.25,,,,,1.25,,,,,1.25,,,,,1.25,,,,,1.25,,,,,,,,,,,
